"levels(factor(monthly$comm_name_orig))"
"Rockfish, Cowcod"
"Rockfish, Darkblotched"
"Rockfish, Flag"
"Rockfish, Gopher"
"Rockfish, Grass"
"Rockfish, Greenblotched"
"Rockfish, Greenspotted"
"Rockfish, Greenstriped"
"Rockfish, Group Blue/Black"
"Rockfish, Group Bocaccio/Chilir"
"Rockfish, Group Bolina"
"Rockfish, Group Canary/Vermillrock"
"Rockfish, Group Deep Red"
"Rockfish, Group Gopher"
"Rockfish, Group Red"
"Rockfish, Group Rosefish"
"Rockfish, Group Small Red"
"Rockfish, Honeycomb"
"Rockfish, Kelp"
"Rockfish, Mexican"
"Rockfish, Nominal Canary"
"Rockfish, Olive"
"Rockfish, Pink"
"Rockfish, Pinkrose"
"Rockfish, Quillback"
"Rockfish, Redbanded"
"Rockfish, Rosethorn"
"Rockfish, Rosy"
"Rockfish, Shortbelly"
"Rockfish, Speckled"
"Rockfish, Splitnose"
"Rockfish, Squarespot"
"Rockfish, Starry"
"Rockfish, Stripetail"
"Rockfish, Swordspine"
"Rockfish, Treefish"
"Rockfish, Unspecified"
"Rockfish, Unspecified Nearshorer"
"Rockfish, Unspecified Shelf"
"Rockfish, Unspecified Slope"
"Rockfish, Vermillion"
"Rockfish, Widow"
"Rockfish, Yelloweye"
"Rockfish, Yellowtail"
"Sablefish"
"Sailfish"
"Salema"
"Salmon"
"Salmon Roe, King"
"Salmon, Chum"
"Salmon, King"
"Salmon, Pink"
"Salmon, Silver"
"Sanddab"
"Sanddab, Longfin"
"Sanddab, Pacific"
"Sanddab, Speckled"
"Sardine, Pacific"
"Sargo"
"Saury, Pacific"
"Scallop, Unspecified"
"Scorpionfish, California"
"Sculpin, Pacific Staghorn"
"Sculpin, Yellowchin"
"Sea Hares"
"Sea Slug"
"Sea Stars"
"Seabass, White"
"Senorita"
"Shad, American"
"Shad, Threadfin"
"Shark"
"Shark, Basking"
"Shark, Bigeye Thresher"
"Shark, Black Tip"
"Shark, Blue"
"Shark, Bonito (Mako)"
"Shark, Brown Smooth"
"Shark, Common Thresher"
"Shark, Cow"
"Shark, Dusky"
"Shark, Gray Smoothhound"
"Shark, Horn"
"Shark, Leopard"
"Shark, Pacific Angel"
"Shark, Pelagic Thresher"
"Shark, Salmon"
"Shark, Sevengill"
"Shark, Sixgill"
"Shark, Smooth Hammerhead"
"Shark, Soupfin"
"Shark, Spiny Dogfish"
"Shark, Swell"
"Shark, White"
"Sheephead, California"
"Shrimp, Bay"
"Shrimp, Brine"
"Shrimp, Coonstripe"
"Shrimp, Ghost"
"Shrimp, Pacific Ocean"
"Shrimp, Red Rock"
"Shrimp, Unspecified"
"Sierra"
"Skate"
"Skate, Big"
"Skate, California"
"Skate, Thorny"
"Smelt"
"Smelt, Atherinid"
"Smelt, Jacksmelt"
"Smelt, Night"
"Smelt, Surf"
"Smelt, Topsmelt"
"Smelt, True"
"Smelt, Whitebait"
"Snail, Sea"
"Snapper -Mexico-"
"Sole, Bigmouth"
"Sole, Butter"
"Sole, C-O"
"Sole, Curlfin"
"Sole, Dover"
"Sole, English"
"Sole, Fantail"
"Sole, Petrale"
"Sole, Rex"
"Sole, Rock"
"Sole, Sand"
"Sole, Slender"
"Sole, Unclassified"
"Split-Tail"
"Squid, Jumbo"
"Squid, Market"
"Stickleback, Threespine"
"Stingray"
"Sturgeon"
"Sucker, Western"
"Surfperch"
"Surfperch, Barred"
"Surfperch, Black"
"Surfperch, Calico"
"Surfperch, Dwarf"
"Surfperch, Pile"
"Surfperch, Rainbow"
"Surfperch, Redtail"
"Surfperch, Rubberlip"
"Surfperch, Shiner"
"Surfperch, Walleye"
"Surfperch, White"
"Swordfish"
"Thornyhead"
"Thornyhead, Longspine"
"Thornyhead, Shortspine"
"Tomcod, Pacific"
"Tonguefish, California"
"Triggerfish"
"Tuna, Albacore"
"Tuna, Bigeye"
"Tuna, Blackfin"
"Tuna, Bluefin"
"Tuna, Skipjack"
"Tuna, Skipjack, Black"
"Tuna, Unspecified"
"Tuna, Yellowfin"
"Turbot, Diamond"
"Turbot, Hornyhead"
"Turbot, Unspecified"
"Turtles, Freshwater"
"Turtles, Marine"
"Unspecified Fish"
"Unspecified Trawled Fish"
"Urchin, Lytechinus"
"Urchin, Purple Sea"
"Urchin, Red Sea"
"Urchin, Unspecified"
"Wahoo"
"Whelk"
"Whitefish, Ocean"
"Whiting, Pacific"
"Wolf-Eel"
"Worms, Marine"
"Wrasse, Rock"
"Yellowtail"
"Zebraperch"
