"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Thornyhead shortspine",1354,1015,622,485,270,1685,2170,2611,3169,3090,2762,1538,20771,2000,"Los Angeles"
"Thornyheads",1959,1427,2613,3959,1309,1549,2446,3018,2478,1609,2284,3281,27931,2000,"Los Angeles"
"Topsmelt",0,0,0,0,0,0,220,60,80,435,0,0,795,2000,"Los Angeles"
"Tuna albacore",318,0,0,0,0,34516,75630,14425,102124,834103,5904,6044,1073064,2000,"Los Angeles"
"Tuna bigeye",1625,6028,1484,0,0,0,0,0,67,94,0,0,9298,2000,"Los Angeles"
"Tuna bluefin",1093,131,138,0,0,75929,318404,126662,4136,5748,11493,4027,547761,2000,"Los Angeles"
"Tuna skipjack",0,0,83118,0,0,0,0,718,0,304,0,0,84140,2000,"Los Angeles"
"Tuna unspecified",0,0,0,0,0,0,0,0,0,0,0,223,223,2000,"Los Angeles"
"Tuna yellowfin",0,44684,57809,20297,868,22,26964,249128,322004,96038,0,0,817814,2000,"Los Angeles"
"Whitefish ocean",3,0,0,100,205,21,89,5,20,46,7,238,734,2000,"Los Angeles"
"Whiting Pacific",0,0,0,0,0,0,61,16,0,126,0,81,284,2000,"Los Angeles"
"Yellowtail",0,2324,264,1263,737,11016,24151,20055,8391,9773,17,286,78276,2000,"Los Angeles"
"Crab Dungeness",0,1,0,1,2,0,0,0,0,0,0,0,4,2000,"Los Angeles"
"Crab box",37,0,0,0,0,520,58,0,0,0,60,430,1105,2000,"Los Angeles"
"Crab claws",24,49,9,1,20,54,0,22,19,46,86,65,394,2000,"Los Angeles"
"Crab king",0,0,0,0,16,0,8,0,0,0,0,0,24,2000,"Los Angeles"
"Crab red rock",0,0,0,0,110,305,0,0,0,0,0,0,415,2000,"Los Angeles"
"Crab rock unspecified",3324,3900,4802,11935,12313,7292,9187,9750,7047,4127,5115,6621,85413,2000,"Los Angeles"
"Crab sand",0,0,0,2,11,3,5,6,4,0,0,0,31,2000,"Los Angeles"
"Crab shore",0,0,0,0,9,0,0,0,0,0,0,0,9,2000,"Los Angeles"
"Crab spider",1821,1552,1781,975,380,1782,2238,4084,2138,2429,2589,2793,24561,2000,"Los Angeles"
"Lobster California spiny",21650,29926,10847,64,0,0,0,0,0,98901,42886,26514,230788,2000,"Los Angeles"
"Prawn ridgeback",1933,9798,35186,38634,7263,14,0,10,0,0,6397,36762,135996,2000,"Los Angeles"
"Prawn spot",153,10873,2127,3254,3647,7275,4011,4498,7155,8972,27,0,51992,2000,"Los Angeles"
"Shrimp bay",0,0,0,0,0,0,0,0,0,0,2,0,2,2000,"Los Angeles"
"Shrimp ghost",0,11,5,0,6,0,0,0,0,0,0,1,23,2000,"Los Angeles"
"Shrimp mantis",241,231,970,1325,1480,248,11,0,0,11,102,694,5314,2000,"Los Angeles"
"Bryozoan",0,0,0,0,0,0,0,0,0,30,60,0,90,2000,"Los Angeles"
"Echinoderm unspecified",0,5,0,0,20,0,10,10,80,0,0,0,125,2000,"Los Angeles"
"Sand dollar",0,0,30,0,0,0,0,0,0,27,5,0,62,2000,"Los Angeles"
"Sea cucumber unspecified",552,10366,12339,8195,8838,17534,11776,12554,1503,2559,1812,1039,89067,2000,"Los Angeles"
"Sea stars",0,5,2,25,11,50,10,25,0,0,1,0,129,2000,"Los Angeles"
"Sea urchin purple",3736,900,1702,245,450,1736,1161,0,150,138,2398,5110,17726,2000,"Los Angeles"
"Sea urchin red",356805,72611,262577,307702,438909,328960,206794,400334,499369,629007,681293,826199,5010561,2000,"Los Angeles"
"Sea urchin white",0,0,0,55,210,155,905,993,825,40,0,0,3183,2000,"Los Angeles"
"Chiton unspecified",0,0,0,0,0,0,0,0,0,0,0,2,2,2000,"Los Angeles"
"Clam California jackknife",68,49,75,0,85,71,59,148,113,45,52,34,799,2000,"Los Angeles"
"Clam rosy razor",0,3,0,0,0,0,0,0,0,0,0,0,3,2000,"Los Angeles"
"Clam unspecified",0,0,26,105,0,0,0,0,0,0,0,0,131,2000,"Los Angeles"
"Limpet unspecified",80,70,150,130,160,90,160,150,100,8,150,60,1308,2000,"Los Angeles"
"Mussel",700,252,445,820,373,48,228,614,478,300,25,0,4283,2000,"Los Angeles"
"Octopus unspecified",10,10,346,0,93,0,0,0,189,93,106,27,872,2000,"Los Angeles"
"Sea hare",635,301,725,520,397,560,417,410,525,375,390,245,5500,2000,"Los Angeles"
"Sea slug",0,0,0,0,0,0,0,25,0,0,0,0,25,2000,"Los Angeles"
"Snail bubble",5,10,32,0,20,30,15,10,0,18,0,0,140,2000,"Los Angeles"
"Snail sea",10,479,471,580,0,156,82,0,0,0,0,0,1778,2000,"Los Angeles"
"Snail top",0,4,0,0,0,0,0,0,0,0,0,0,4,2000,"Los Angeles"
"Snails moon",452,0,62,70,0,0,2,0,0,5,0,215,806,2000,"Los Angeles"
"Squid market",17665527,5540761,2403096,1621368,2428702,3677208,2632417,57556,1184937,12691544,26609799,22149383,98662298,2000,"Los Angeles"
"Whelk Kellets",1814,1062,2027,574,313,638,599,713,199,1103,2323,1918,13283,2000,"Los Angeles"
"Algae marine",0,2,0,0,0,30,0,0,0,0,0,0,32,2000,"Los Angeles"
"Kelp",0,0,0,0,700,0,800,0,0,70,50,0,1620,2000,"Los Angeles"
"Invertebrate Unspecified",0,0,40,0,0,5,100,0,0,30,55,0,230,2000,"Los Angeles"
"Invertebrates colonial",102,151,37,131,75,4,75,1,83,105,125,5,894,2000,"Los Angeles"
"Sea pansy",0,0,1,0,0,0,0,0,0,0,0,0,1,2000,"Los Angeles"
"Tunicates",11,0,2,0,0,6,10,29,2,0,0,0,60,2000,"Los Angeles"
"Worms marine",0,17,13,35,31,400,4,4,6,8,7,5,529,2000,"Los Angeles"
"Dolphin fish",0,0,0,0,0,241,0,237,1406,46912,10659,320,59775,2000,"Los Angeles"
"Escolar",609,48,0,0,0,0,0,375,3171,1210,2121,2141,9675,2000,"Los Angeles"
"Oilfish",0,0,0,0,0,0,0,0,543,577,1159,320,2599,2000,"Los Angeles"
"Opah",119,0,0,0,0,0,0,165,3618,1869,291,159,6221,2000,"Los Angeles"
"Shark bigeye thresher",0,0,0,0,0,0,0,0,233,0,0,0,233,2000,"Los Angeles"
"Shark shortfin mako",0,143,0,0,0,0,0,0,1335,1474,772,2214,5938,2000,"Los Angeles"
"Swordfish",442370,149117,36120,0,0,11536,0,20546,226665,332501,545803,805848,2570507,2000,"Los Angeles"
"Tuna albacore",3599,429,0,0,0,15981,0,343,2770,6952,24527,11794,66395,2000,"Los Angeles"
"Tuna bigeye",33658,14598,4574,0,0,869,0,883,26219,16125,6701,2855,106482,2000,"Los Angeles"
"Tuna bluefin",6492,917,155,0,0,0,0,0,556,2257,4382,4693,19452,2000,"Los Angeles"
"Tuna yellowfin",22709,0,0,0,0,0,0,0,0,0,0,0,22709,2000,"Los Angeles"
"Sea cucumber unspecified",0,791,0,0,0,0,0,0,0,0,0,0,791,2000,"Los Angeles"
"Waters Area Total",509556,166043,40849,0,0,28627,0,22549,266516,409877,596415,830344,2870777,2000,"Los Angeles"
"Tuna albacore",0,0,0,0,0,0,0,0,0,10435,0,0,10435,2000,"Los Angeles"
"Waters Area Total",0,0,0,0,0,0,0,0,0,10435,0,0,10435,2000,"Los Angeles"
"Dolphin fish",0,0,0,0,0,0,0,0,0,8227,0,0,8227,2000,"Los Angeles"
"Escolar",693,0,0,0,0,0,0,0,0,0,0,0,693,2000,"Los Angeles"
"Swordfish",41297,53766,0,0,0,0,0,0,0,4633,0,0,99696,2000,"Los Angeles"
"Tuna albacore",0,0,0,0,0,0,0,0,2676,0,0,0,2676,2000,"Los Angeles"
"Tuna bigeye",3334,2301,0,0,0,0,0,0,0,145,0,0,5780,2000,"Los Angeles"
"Tuna bluefin",2721,0,0,0,0,0,13351,15637,8315,0,0,0,40024,2000,"Los Angeles"
"Tuna skipjack",0,314630,0,1221202,0,0,0,0,0,0,0,88888,1624720,2000,"Los Angeles"
"Tuna yellowfin",107798,153333,0,1194489,61768,0,0,0,91902,0,0,92404,1701694,2000,"Los Angeles"
"Waters Area Total",155843,524030,0,2415691,61768,0,13351,15637,102893,13005,0,181292,3483510,2000,"Los Angeles"
"Anchovy northern",90544,152371,275330,1593621,4053620,190162,309783,902288,402821,73792,16077,3297,8063706,2001,"Los Angeles"
"Barracuda California",83,46,18,4,78136,13437,16320,23689,9333,74,22,60,141222,2001,"Los Angeles"
"Bass giant sea",364,36,251,76,109,283,648,279,0,57,39,368,2509,2001,"Los Angeles"
"Blacksmith",0,0,0,0,25,0,99,0,0,0,0,0,124,2001,"Los Angeles"
"Bonito Pacific",0,0,0,0,0,426,36,0,0,0,0,0,462,2001,"Los Angeles"
"Butterfish Pacific pompano",329,208,279,2,0,40,3,0,0,0,0,0,861,2001,"Los Angeles"
"Cabezon",2,0,56,21,1088,129,144,53,0,0,0,0,1493,2001,"Los Angeles"
"Croaker white",6232,4739,13290,12171,6305,5220,4210,3046,3788,12275,5822,9498,86595,2001,"Los Angeles"
"Dolphin fish",0,0,0,0,0,0,8,12,101,2106,10,0,2237,2001,"Los Angeles"
"Eel California moray",36,0,0,0,7,15,0,0,0,0,0,0,57,2001,"Los Angeles"
"Eel",0,0,0,0,0,7,0,0,0,0,0,54,61,2001,"Los Angeles"
"Escolar",0,0,0,0,0,0,0,0,0,59,0,0,59,2001,"Los Angeles"
"Fish unspecified",0,10,0,1,381,0,0,0,0,0,0,0,392,2001,"Los Angeles"
"Flounder unspecified",0,17,0,0,0,0,0,0,0,12,4,0,33,2001,"Los Angeles"
"Greenling kelp",0,0,0,0,0,6,0,0,0,0,0,0,6,2001,"Los Angeles"
"Grenadiers",0,0,10,0,0,0,0,0,0,0,0,0,10,2001,"Los Angeles"
"Grouper broomtail",0,0,0,0,0,0,0,0,0,0,0,190,190,2001,"Los Angeles"
"Guitarfish shovelnose",625,481,1021,582,1555,481,28,414,197,216,220,1309,7129,2001,"Los Angeles"
"Halfmoon",317,0,0,0,95,0,9,107,0,11,71,12,622,2001,"Los Angeles"
"Halibut California",18727,15782,26828,14932,16687,9101,4061,2754,1844,3218,3233,6447,123614,2001,"Los Angeles"
"Halibut unspecified",0,0,0,270,314,0,0,0,0,0,0,0,584,2001,"Los Angeles"
"Herring Roe",25,0,0,0,0,0,0,0,0,0,0,0,25,2001,"Los Angeles"
"Herring round",0,0,0,0,0,0,0,0,0,5286,0,0,5286,2001,"Los Angeles"
"Jacksmelt",2472,529,694,6,0,0,0,3138,35,2034,3253,3882,16042,2001,"Los Angeles"
"Lingcod",0,0,94,75,28,330,17,408,21,280,27,0,1280,2001,"Los Angeles"
"Lizardfish California",0,0,0,137,0,0,0,0,0,0,0,0,137,2001,"Los Angeles"
"Louvar",0,0,0,0,0,64,0,0,180,58,307,0,609,2001,"Los Angeles"
"Mackerel Pacific",879761,210533,212024,31513,16098,36430,553689,4009647,4801150,2784619,989370,194039,14718872,2001,"Los Angeles"
"Mackerel jack",418069,162075,590890,1321615,2132841,35129,99861,1156283,600731,827942,502704,140987,7989127,2001,"Los Angeles"
"Mackerel unspecified",0,0,0,0,0,0,0,0,91,0,0,786,877,2001,"Los Angeles"
"Midshipman plainfin",0,0,0,0,0,0,0,0,2,0,0,0,2,2001,"Los Angeles"
"Oilfish",0,0,0,0,0,0,0,0,0,206,0,0,206,2001,"Los Angeles"
"Opah",1246,0,0,0,1125,31,0,807,1405,5845,7306,222,17987,2001,"Los Angeles"
"Opaleye",0,0,0,0,442,45,104,131,0,240,115,10,1087,2001,"Los Angeles"
"Ray Pacific electric",0,0,0,10,0,0,0,0,0,0,0,0,10,2001,"Los Angeles"
"Ray bat",0,0,0,0,0,0,200,0,0,0,0,0,200,2001,"Los Angeles"
"Ray unspecified",0,0,0,0,308,28,77,156,0,0,0,0,569,2001,"Los Angeles"
"Rockfish aurora",0,47,0,38,81,0,0,0,0,32,12,46,256,2001,"Los Angeles"
"Rockfish bank",0,19,8,0,256,106,238,379,122,4,0,0,1132,2001,"Los Angeles"
"Rockfish blackgill",561,1214,200,0,1312,247,587,3030,2980,4939,2020,2586,19676,2001,"Los Angeles"
"Rockfish blue",0,0,113,16,0,0,0,0,0,0,0,0,129,2001,"Los Angeles"
"Rockfish bocaccio",0,1,443,225,385,349,369,259,667,1172,0,0,3870,2001,"Los Angeles"
"Rockfish bronzespotted",0,0,0,0,0,0,11,0,0,0,0,0,11,2001,"Los Angeles"
"Rockfish brown",0,0,134,49,0,0,0,0,41,0,0,0,224,2001,"Los Angeles"
"Rockfish chilipepper",0,0,0,59,24,10,54,536,606,0,0,0,1289,2001,"Los Angeles"
"Rockfish copper",0,0,207,87,218,61,41,62,134,0,0,167,977,2001,"Los Angeles"
"Rockfish flag",0,0,0,21,0,0,0,0,0,0,0,0,21,2001,"Los Angeles"
"Rockfish gopher",0,0,0,0,25,0,0,0,0,0,0,0,25,2001,"Los Angeles"
"Rockfish grass",0,0,0,36,239,0,0,0,0,0,0,0,275,2001,"Los Angeles"
"Rockfish greenblotched",0,0,0,0,92,92,197,587,53,0,0,0,1021,2001,"Los Angeles"
"Rockfish greenspotted",0,0,0,0,0,136,91,0,0,0,0,0,227,2001,"Los Angeles"
"Rockfish greenstriped",0,0,0,0,0,0,47,215,48,0,0,0,310,2001,"Los Angeles"
"Rockfish group gopher",0,0,0,0,0,0,0,0,0,0,1,0,1,2001,"Los Angeles"
"Rockfish group red",14,14,716,547,1282,903,739,736,476,688,6,0,6120,2001,"Los Angeles"
"Rockfish group slope",0,0,0,0,0,0,0,0,0,12,0,0,12,2001,"Los Angeles"
"Rockfish olive",0,0,225,0,0,116,236,43,59,0,0,0,679,2001,"Los Angeles"
"Rockfish splitnose",51,100,0,0,126,103,107,114,0,50,53,29,733,2001,"Los Angeles"
"Rockfish treefish",0,0,0,0,0,0,0,0,0,11,6,0,17,2001,"Los Angeles"
"Rockfish unspecified",275,77,407,24,29,124,183,166,486,1237,44,0,3051,2001,"Los Angeles"
"Rockfish widow",0,0,835,370,720,0,0,0,0,0,0,0,1925,2001,"Los Angeles"
"Rockfish yelloweye",0,0,72,0,0,0,0,0,0,0,0,0,72,2001,"Los Angeles"
"Sablefish",11436,5319,7968,6112,9797,5076,7184,9152,11015,7675,6580,14569,101882,2001,"Los Angeles"
"Salmon chinook",0,0,0,0,703,0,0,0,0,0,0,0,703,2001,"Los Angeles"
"Sanddab Pacific",0,0,0,0,0,0,0,6,0,0,0,0,6,2001,"Los Angeles"
"Sanddab longfin",0,0,0,0,44,0,0,0,0,0,0,0,44,2001,"Los Angeles"
"Sanddab",789,697,1142,1084,1290,1693,1417,1616,1466,1116,519,464,13293,2001,"Los Angeles"
"Sardine Pacific",16418655,12260986,13579521,3810194,7559963,2330840,2693198,8489290,8288763,6958901,4121898,3095845,89608054,2001,"Los Angeles"
"Sargo",0,0,0,0,0,0,0,40,14,284,8,0,346,2001,"Los Angeles"
"Scorpionfish California",382,454,1899,506,1718,3894,7097,2034,1012,756,681,530,20963,2001,"Los Angeles"
"Sculpin yellowchin",0,0,0,0,2,0,0,0,0,0,0,0,2,2001,"Los Angeles"
"Seabass white",2605,22,1709,829,2900,60116,16526,1306,850,160,150,97,87269,2001,"Los Angeles"
"Shark Pacific angel",27,105,210,123,38,0,58,0,207,15,136,172,1090,2001,"Los Angeles"
"Shark bigeye thresher",0,0,0,0,0,0,0,546,297,0,0,0,843,2001,"Los Angeles"
"Shark blue",0,0,0,0,0,9,0,0,0,0,0,0,9,2001,"Los Angeles"
"Shark brown smoothhound",0,0,0,7,0,0,0,0,0,187,0,47,241,2001,"Los Angeles"
"Shark gray smoothhound",0,0,50,0,222,192,200,0,0,24,0,0,688,2001,"Los Angeles"
"Shark leopard",379,240,641,921,568,408,359,382,639,692,69,25,5322,2001,"Los Angeles"
"Shark pelagic thresher",1663,0,0,0,0,0,0,0,0,0,0,0,1663,2001,"Los Angeles"
"Shark shortfin mako",357,0,0,0,1014,3154,1179,1595,2965,3407,2439,265,16375,2001,"Los Angeles"
"Shark soupfin",690,182,3934,888,1086,6623,2917,530,241,70,525,1238,18922,2001,"Los Angeles"
"Shark spiny dogfish",1813,948,0,0,211,104,272,0,0,0,0,0,3348,2001,"Los Angeles"
"Shark thresher",5907,2125,525,1556,64192,5303,3443,3948,2938,8963,23597,10695,133192,2001,"Los Angeles"
"Shark unspecified",0,20,20,65,10,0,0,0,0,0,144,3,262,2001,"Los Angeles"
"Sheephead California",987,299,3768,2039,6850,4512,3573,4305,4540,2343,2488,9,35713,2001,"Los Angeles"
"Silversides",0,0,0,0,0,1003,473,63,692,605,0,0,2836,2001,"Los Angeles"
"Skate unspecified",573,728,1840,2114,1056,800,935,765,337,486,370,824,10827,2001,"Los Angeles"
"Smelt surf",0,0,0,0,0,0,0,0,583,0,0,0,583,2001,"Los Angeles"
"Smelt whitebait",0,0,0,0,0,115,0,0,0,0,0,0,115,2001,"Los Angeles"
"Sole Dover",170,0,0,0,69,0,103,0,9,0,0,0,351,2001,"Los Angeles"
"Sole English",0,0,0,0,1,0,0,0,0,0,0,0,1,2001,"Los Angeles"
"Sole petrale",14,0,0,0,223,0,0,0,0,0,0,0,237,2001,"Los Angeles"
"Sole rex",0,0,55,0,47,5,0,0,0,0,4,0,111,2001,"Los Angeles"
"Sole rock",0,0,0,0,0,0,0,0,0,10,0,0,10,2001,"Los Angeles"
"Sole unspecified",2379,2028,2117,1293,1210,1307,746,911,907,1026,276,1182,15381,2001,"Los Angeles"
"Stingray",90,49,47,0,0,0,0,0,0,0,0,0,186,2001,"Los Angeles"
"Surfperch rubberlip",0,0,0,0,0,0,0,20,0,0,0,0,20,2001,"Los Angeles"
"Surfperch unspecified",103,0,50,0,37,0,0,0,115,6,125,70,506,2001,"Los Angeles"
