"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Sole Dover",82428,57541,90895,51116,20927,34253,43491,47910,20492,19761,22196,15989,506999,2000,"Morro Bay"
"Sole English",95,49,47,124,2,161,6238,7384,132,350,101,18,14701,2000,"Morro Bay"
"Sole fantail",0,0,0,0,0,0,0,0,0,36,0,0,36,2000,"Morro Bay"
"Sole petrale",2143,738,1212,1150,1085,1074,2866,8030,462,716,3121,11440,34035,2000,"Morro Bay"
"Sole rex",11864,3077,7652,0,0,1556,7858,7836,58,721,929,2532,44083,2000,"Morro Bay"
"Sole rock",0,0,0,0,0,2,0,0,0,2,4,0,8,2000,"Morro Bay"
"Sole sand",88,32,14,90,65,33,9,502,88,14,71,30,1035,2000,"Morro Bay"
"Sole unspecified",81,23,49,105,15,93,0,75,25,0,57,131,654,2000,"Morro Bay"
"Surfperch barred",2152,440,970,1506,0,0,277,356,552,514,457,744,7968,2000,"Morro Bay"
"Surfperch rainbow",0,0,0,1,2,2,2,0,0,1,0,4,11,2000,"Morro Bay"
"Surfperch unspecified",235,51,27,167,0,0,66,144,174,195,598,225,1881,2000,"Morro Bay"
"Swordfish",0,0,0,0,0,0,0,270,9154,188983,74283,9287,281976,2000,"Morro Bay"
"Thornyhead longspine",25813,30249,46834,11609,5426,10264,9751,7893,3995,4746,9304,6526,172410,2000,"Morro Bay"
"Thornyhead shortspine",12995,6434,12363,3548,1050,2952,2298,1904,1404,1614,2802,1898,51262,2000,"Morro Bay"
"Tuna albacore",104,0,0,0,0,1455,12701,57283,368494,398214,28184,3975,870410,2000,"Morro Bay"
"Tuna bluefin",0,0,0,0,0,0,0,207,16820,6977,14953,4247,43204,2000,"Morro Bay"
"Tuna yellowfin",0,0,0,0,0,0,0,0,85,229,0,0,314,2000,"Morro Bay"
"Whitefish ocean",0,0,0,0,0,0,3,0,0,0,0,3,5,2000,"Morro Bay"
"Yellowtail",0,0,0,0,0,27,0,0,0,0,0,0,27,2000,"Morro Bay"
"Crab Dungeness",366,570,721,1113,1399,1085,0,0,0,0,31,90,5375,2000,"Morro Bay"
"Crab king",0,0,0,0,6,0,0,0,0,0,0,0,6,2000,"Morro Bay"
"Crab red rock",0,0,0,0,0,0,2,0,0,0,0,0,2,2000,"Morro Bay"
"Crab rock unspecified",4491,5470,6359,5556,2346,3963,6356,6793,9219,10381,8021,6938,75893,2000,"Morro Bay"
"Crab spider",107,55,45,0,15,4,0,0,0,0,12,34,272,2000,"Morro Bay"
"Crab tanner",0,0,22,0,0,0,0,0,0,0,0,0,22,2000,"Morro Bay"
"Crustacean unspecified",9,0,0,0,0,30,0,2,0,0,0,4,44,2000,"Morro Bay"
"Prawn ridgeback",0,0,0,2150,0,0,0,0,0,0,0,0,2150,2000,"Morro Bay"
"Prawn spot",17583,9933,17726,20902,11814,14371,8720,13962,6597,8075,173,191,130047,2000,"Morro Bay"
"Shrimp ocean pink",0,0,0,257011,46262,0,0,0,0,0,0,0,303273,2000,"Morro Bay"
"Sea urchin red",0,0,0,0,0,1424,0,4647,100,0,230,0,6401,2000,"Morro Bay"
"Octopus unspecified",0,0,33,1,0,0,0,0,0,0,0,0,34,2000,"Morro Bay"
"Snail sea",0,0,0,0,0,48,0,88,36,0,0,0,172,2000,"Morro Bay"
"Snails moon",0,1,0,1,0,0,0,0,0,0,0,0,2,2000,"Morro Bay"
"Squid market",0,0,0,0,0,0,0,9,0,0,0,0,9,2000,"Morro Bay"
"Whelk Kellets",0,0,0,0,0,0,10,0,124,64,89,36,323,2000,"Morro Bay"
"Waters Area Total",196100,129295,215847,379027,260120,422640,185722,249933,485232,722779,246686,125346,3618728,2000,"Morro Bay"
"Shark shortfin mako",0,119,0,0,0,0,0,0,0,185,121,0,425,2000,"Morro Bay"
"Shark thresher",0,0,0,0,0,0,0,0,0,0,371,0,371,2000,"Morro Bay"
"Swordfish",0,458,0,0,0,0,0,0,0,7302,2414,0,10174,2000,"Morro Bay"
"Tuna albacore",0,213,0,0,0,0,0,0,0,0,874,0,1087,2000,"Morro Bay"
"Tuna bigeye",0,119,0,0,0,0,0,0,0,0,0,0,119,2000,"Morro Bay"
"Tuna bluefin",0,81,0,0,0,0,0,0,0,0,232,0,313,2000,"Morro Bay"
"Waters Area Total",0,990,0,0,0,0,0,0,0,7487,4012,0,12489,2000,"Morro Bay"
"Grand Total",196100,130284,215847,379027,260120,422640,185722,249933,485232,730266,250698,125346,3631217,2000,"Morro Bay"
"Anchovy northern",0,0,0,0,0,7637,0,0,0,0,0,0,7637,2001,"Morro Bay"
"Barracuda California",26,8,0,0,0,0,0,18,49,15,0,0,115,2001,"Morro Bay"
"Bass giant sea",18,54,9,0,68,0,0,0,0,20,0,0,169,2001,"Morro Bay"
"Bonito Pacific",0,0,0,0,195,0,0,0,0,0,0,0,195,2001,"Morro Bay"
"Butterfish Pacific pompano",0,0,0,0,0,0,0,75,0,0,0,0,75,2001,"Morro Bay"
"Cabezon",6859,6781,171,0,13370,11089,14528,11758,8361,51,0,0,72968,2001,"Morro Bay"
"Croaker white",482,0,74,454,329,0,0,0,0,0,0,0,1339,2001,"Morro Bay"
"Eel California moray",0,0,0,0,0,0,1,2,0,0,0,0,3,2001,"Morro Bay"
"Eel monkeyface",0,0,0,0,0,22,30,30,31,5,0,0,119,2001,"Morro Bay"
"Eel wolf wolfeel",0,0,0,9,0,0,0,0,0,0,0,0,9,2001,"Morro Bay"
"Eel",0,0,0,0,0,0,6,6,0,0,0,0,11,2001,"Morro Bay"
"Escolar",11,1,3,0,0,0,0,0,0,0,0,0,15,2001,"Morro Bay"
"Flounder starry",58,11,71,18,22,0,0,92,72,62,151,5,562,2001,"Morro Bay"
"Flounder unspecified",110,83,177,23,20,0,62,467,75,75,72,95,1257,2001,"Morro Bay"
"Greenling kelp",876,766,31,0,950,802,935,627,0,0,0,0,4989,2001,"Morro Bay"
"Grenadiers",0,0,0,0,0,0,3952,0,750,36,0,0,4738,2001,"Morro Bay"
"Guitarfish shovelnose",155,106,47,11,0,0,0,8,0,26,0,31,383,2001,"Morro Bay"
"Halibut California",9441,3563,5447,2398,2085,1538,3412,8295,5535,6043,6904,8181,62842,2001,"Morro Bay"
"Halibut Pacific",0,0,0,0,45,0,0,0,0,0,0,0,45,2001,"Morro Bay"
"Lingcod",0,0,0,0,236,341,2868,2541,2666,4615,20,14,13300,2001,"Morro Bay"
"Louvar",0,0,0,0,0,0,0,0,572,311,452,0,1335,2001,"Morro Bay"
"Mackerel Pacific",0,0,0,0,45,0,0,0,0,0,0,0,45,2001,"Morro Bay"
"Mackerel unspecified",0,0,0,0,0,0,0,0,1,0,0,0,1,2001,"Morro Bay"
"Opah",1478,117,0,0,0,0,0,0,526,432,2529,0,5082,2001,"Morro Bay"
"Pacific Pomfret",0,0,0,0,0,0,0,0,7896,132,0,0,8028,2001,"Morro Bay"
"Rockfish China",25,15,0,0,23,13,16,24,44,60,15,22,256,2001,"Morro Bay"
"Rockfish bank",0,3707,5028,1561,0,4083,11139,6272,5609,3605,1092,23519,65615,2001,"Morro Bay"
"Rockfish blackandyellow",328,438,0,0,1352,1174,824,845,598,507,535,417,7017,2001,"Morro Bay"
"Rockfish black",12,29,0,0,0,10,0,0,55,22,0,4,132,2001,"Morro Bay"
"Rockfish blackgill",4077,8703,145,135,11223,45,357,57,15520,356,4785,3923,49326,2001,"Morro Bay"
"Rockfish blue",66,88,0,0,110,114,129,84,81,160,362,56,1249,2001,"Morro Bay"
"Rockfish bocaccio",0,195,0,0,149,52,62,9,48,169,0,0,684,2001,"Morro Bay"
"Rockfish brown",3325,2709,1,0,3433,3718,3820,3683,3897,7254,5578,5746,43163,2001,"Morro Bay"
"Rockfish canary",10,46,0,0,0,0,4,0,0,0,0,0,59,2001,"Morro Bay"
"Rockfish chilipepper",0,2639,0,1107,29,30,1414,0,155,670,212,0,6256,2001,"Morro Bay"
"Rockfish copper",7,13,2,0,70,82,192,40,28,119,126,171,848,2001,"Morro Bay"
"Rockfish darkblotched",0,0,0,3,0,0,0,0,0,13,131,0,147,2001,"Morro Bay"
"Rockfish gopher",4856,4230,0,0,5839,4082,7226,4962,4921,8667,5100,5386,55269,2001,"Morro Bay"
"Rockfish grass",487,903,0,0,1637,1887,2297,2776,2286,3726,1752,494,18243,2001,"Morro Bay"
"Rockfish greenspotted",0,0,0,0,0,0,15,32,0,0,0,0,47,2001,"Morro Bay"
"Rockfish greenstriped",0,0,0,0,0,0,3,0,0,0,0,0,3,2001,"Morro Bay"
"Rockfish group bolina",2,2,0,0,39,30,0,58,0,407,293,829,1659,2001,"Morro Bay"
"Rockfish group gopher",0,0,0,0,20,53,45,435,0,45,30,0,628,2001,"Morro Bay"
"Rockfish group nearshore",11,35,0,0,13,8,42,34,111,83,0,0,336,2001,"Morro Bay"
"Rockfish group red",62,327,2,0,47,12,1002,737,1297,208,0,78,3771,2001,"Morro Bay"
"Rockfish group rosefish",830,2624,4033,3484,5993,1686,4265,6939,2850,107,1510,2560,36881,2001,"Morro Bay"
"Rockfish group shelf",30,48,0,0,0,255,0,13,287,0,0,0,632,2001,"Morro Bay"
"Rockfish group slope",0,0,71,0,8748,90,8770,432,1326,80,3477,1452,24446,2001,"Morro Bay"
"Rockfish kelp",12,23,0,0,97,32,40,10,13,85,24,26,361,2001,"Morro Bay"
"Rockfish olive",0,0,0,0,3,35,9,64,10,31,56,3,211,2001,"Morro Bay"
"Rockfish redbanded",0,0,0,12,0,0,0,0,0,0,0,0,12,2001,"Morro Bay"
"Rockfish speckled",0,0,0,0,0,0,3,0,0,0,0,0,3,2001,"Morro Bay"
"Rockfish starry",0,0,0,0,0,0,0,0,4,0,0,0,4,2001,"Morro Bay"
"Rockfish treefish",138,96,0,0,226,112,399,211,202,414,177,263,2238,2001,"Morro Bay"
"Rockfish unspecified",64,0,0,0,31,84,113,6,36,216,0,0,550,2001,"Morro Bay"
"Rockfish vermilion",364,528,0,0,0,0,495,543,329,24,0,0,2284,2001,"Morro Bay"
"Rockfish widow",0,2650,0,0,0,0,2,2947,12,5,0,0,5616,2001,"Morro Bay"
"Rockfish yelloweye",0,0,0,0,0,0,3,0,0,0,0,10,13,2001,"Morro Bay"
"Rockfish yellowtail",2,0,0,0,0,0,5,0,19,6,16,3,50,2001,"Morro Bay"
"Sablefish",1138,4836,6366,3281,4515,12305,8831,7859,14403,0,26,54,63613,2001,"Morro Bay"
"Salmon chinook",0,0,0,0,31389,296,247,0,425,0,0,0,32356,2001,"Morro Bay"
"Sanddab Pacific",0,0,0,0,322,2994,833,0,1131,0,0,0,5280,2001,"Morro Bay"
"Sanddab",0,0,0,0,476,831,1396,0,0,0,0,0,2703,2001,"Morro Bay"
"Scorpionfish California",0,0,0,0,0,0,8,0,0,0,126,0,134,2001,"Morro Bay"
"Seabass white",8738,4245,1145,67,446,211,2207,2390,1333,1331,7899,4549,34559,2001,"Morro Bay"
"Shad threadfin",0,0,5,0,0,0,0,0,0,0,0,0,5,2001,"Morro Bay"
"Shark Pacific angel",906,707,1275,1918,369,28,0,68,98,497,387,769,7022,2001,"Morro Bay"
"Shark bigeye thresher",0,0,0,0,0,0,67,0,0,0,0,0,67,2001,"Morro Bay"
"Shark leopard",52,93,138,20,20,0,0,0,0,0,14,51,387,2001,"Morro Bay"
"Shark shortfin mako",93,0,0,0,0,0,0,389,888,870,1051,86,3377,2001,"Morro Bay"
"Shark soupfin",629,621,851,74,271,0,80,205,200,1278,1981,1745,7935,2001,"Morro Bay"
"Shark spiny dogfish",446,15,44,871,0,0,0,0,0,0,0,0,1376,2001,"Morro Bay"
"Shark thresher",429,699,0,0,529,0,2538,213,1901,1082,2916,503,10810,2001,"Morro Bay"
"Sheephead California",281,339,0,0,344,18,109,40,37,305,48,0,1520,2001,"Morro Bay"
"Sierra Pacific",0,0,0,25,0,0,0,0,0,0,0,0,25,2001,"Morro Bay"
"Skate unspecified",247,323,2402,451,0,49,0,6,499,125,4,136,4241,2001,"Morro Bay"
"Smelt whitebait",0,0,0,140,0,0,0,0,0,0,0,0,140,2001,"Morro Bay"
"Sole Dover",0,25447,40249,20750,34257,51516,31128,24102,37214,50,0,668,265381,2001,"Morro Bay"
"Sole English",45,17,30,104,4410,4943,6379,1974,9345,17315,11135,2700,58396,2001,"Morro Bay"
"Sole fantail",4,7,0,3,0,0,1,0,0,57,108,94,274,2001,"Morro Bay"
"Sole petrale",10,364,1744,2575,4732,6092,12929,4930,16972,21508,27885,24765,124505,2001,"Morro Bay"
"Sole rex",1134,4938,3045,3702,4497,544,816,0,5256,0,2424,1398,27754,2001,"Morro Bay"
"Sole rock",0,9,20,2,0,0,0,4,45,4,4,17,104,2001,"Morro Bay"
"Sole sand",362,66,485,358,127,10,22,182,26,111,199,150,2096,2001,"Morro Bay"
"Sole unspecified",78,0,496,293,77,0,9,29,10,71,124,1,1187,2001,"Morro Bay"
"Surfperch barred",352,998,1301,1296,0,0,759,1474,756,1225,342,816,9318,2001,"Morro Bay"
"Surfperch redtail",15,0,0,0,0,0,10,0,8,0,0,0,33,2001,"Morro Bay"
"Surfperch shiner",0,0,0,0,0,0,0,0,0,0,116,0,116,2001,"Morro Bay"
"Surfperch unspecified",49,80,134,114,0,9,91,136,782,133,105,109,1742,2001,"Morro Bay"
"Swordfish",2145,0,0,0,0,0,171,0,448,60229,50654,5328,118975,2001,"Morro Bay"
"Thornyhead longspine",203,8866,7078,4630,3801,9409,14056,2996,20675,0,0,0,71714,2001,"Morro Bay"
"Thornyhead shortspine",1092,1075,2215,1718,2567,1635,3313,1209,5734,0,0,0,20558,2001,"Morro Bay"
"Thornyheads",8,3,0,0,0,0,0,0,0,0,0,0,11,2001,"Morro Bay"
"Trawled fish unspecified",0,0,0,0,0,0,0,0,0,0,0,8,8,2001,"Morro Bay"
"Triggerfish",0,0,0,0,2,0,0,0,0,0,0,0,2,2001,"Morro Bay"
"Tuna albacore",0,0,0,0,0,31057,365111,270411,604769,292168,318486,1871,1883871,2001,"Morro Bay"
"Tuna bluefin",0,0,0,0,0,0,0,2169,68068,56860,1121,960,129178,2001,"Morro Bay"
"Turbot",1,0,10,25,0,0,17,0,0,11,10,0,74,2001,"Morro Bay"
"Whitefish ocean",0,0,0,0,14,3,0,0,0,0,2,3,22,2001,"Morro Bay"
"Whiting Pacific",0,0,0,0,0,0,0,0,70,0,0,0,70,2001,"Morro Bay"
"Yellowtail",0,0,0,0,3785,0,0,0,0,0,0,0,3785,2001,"Morro Bay"
"Crab Dungeness",41,301,1219,2298,3331,1471,0,0,0,0,0,0,8660,2001,"Morro Bay"
"Crab king",4,14,0,0,0,0,0,0,0,0,0,0,18,2001,"Morro Bay"
"Crab rock unspecified",9313,8042,7252,8841,9890,6490,9420,11102,11365,8799,7549,4296,102358,2001,"Morro Bay"
"Crab spider",44,60,1370,12,6,138,279,0,164,4,64,0,2140,2001,"Morro Bay"
"Crustacean unspecified",0,0,0,2,0,0,0,0,0,0,2,0,4,2001,"Morro Bay"
"Lobster California spiny",0,0,0,0,0,0,0,0,0,206,0,541,746,2001,"Morro Bay"
"Prawn ridgeback",0,0,65,0,0,0,0,0,0,0,118,0,183,2001,"Morro Bay"
"Prawn spot",240,9367,8071,4967,9514,8838,5383,1858,13212,14958,786,644,77839,2001,"Morro Bay"
"Shrimp Pacific Ocean",0,0,0,247412,0,0,0,0,0,0,0,0,247412,2001,"Morro Bay"
"Sea cucumber unspecified",0,0,506,0,0,0,0,1415,0,0,0,0,1921,2001,"Morro Bay"
"Urchin red",1538,768,0,0,0,0,0,325,2506,3985,0,0,9122,2001,"Morro Bay"
"Octopus unspecified",0,0,0,0,0,0,0,0,0,0,28,0,28,2001,"Morro Bay"
"Snail sea",0,0,47,0,8,0,23,15,63,0,0,0,155,2001,"Morro Bay"
"Squid market",0,0,38114,0,0,0,0,0,0,86057,50823,0,174994,2001,"Morro Bay"
"Whelk Kellets",46,0,0,0,25,0,0,0,45,0,0,0,116,2001,"Morro Bay"
"Waters Area Total",63896,113835,140986,315163,176167,178001,534716,390630,884715,608096,521932,105548,4033685,2001,"Morro Bay"
"Flounder unspecified",0,0,0,0,0,0,0,45,0,0,0,0,45,2001,"Morro Bay"
"Halibut California",0,0,0,0,0,0,0,281,0,0,0,0,281,2001,"Morro Bay"
"Waters Area Total",0,0,0,0,0,0,0,325,0,0,0,0,325,2001,"Morro Bay"
"Tuna albacore",0,0,0,0,0,0,0,0,0,490,0,0,490,2001,"Morro Bay"
"Waters Area Total",0,0,0,0,0,0,0,0,0,490,0,0,490,2001,"Morro Bay"
"Grand Total",63896,113835,140986,315163,176167,178001,534716,390955,884715,608586,521932,105548,4034500,2001,"Morro Bay"
"Barracuda California",11,0,0,0,140,9,7,0,4,0,0,0,171,2002,"Morro Bay"
"Bass giant sea",318,0,0,0,0,45,0,0,0,0,0,0,363,2002,"Morro Bay"
"Bonito Pacific",0,0,0,0,0,10,105,0,0,0,0,0,115,2002,"Morro Bay"
"Butterfish Pacific pompano",0,0,0,0,0,0,0,0,0,0,64,0,64,2002,"Morro Bay"
"Cabezon",7232,13904,0,0,14074,15644,0,0,0,0,0,0,50854,2002,"Morro Bay"
"Eel monkeyface",7,17,0,0,14,4,0,0,0,0,0,0,42,2002,"Morro Bay"
"Eel",0,0,0,0,5,0,0,0,0,0,0,0,5,2002,"Morro Bay"
"Fish unspecified",0,0,0,0,0,0,0,0,0,8,0,0,8,2002,"Morro Bay"
"Flounder starry",25,63,112,199,0,0,6,0,21,0,0,2,426,2002,"Morro Bay"
"Flounder unspecified",4,3,10,32,0,19,14,40,36,20,85,0,262,2002,"Morro Bay"
"Greenling kelp",880,1654,0,0,1756,965,0,0,0,0,0,0,5255,2002,"Morro Bay"
"Grenadiers",0,340,0,0,0,0,1464,0,5425,0,0,0,7229,2002,"Morro Bay"
"Guitarfish shovelnose",51,8,0,35,0,0,0,0,0,0,0,0,94,2002,"Morro Bay"
"Halibut California",2524,1263,1660,1740,302,800,742,924,1352,2572,2440,1190,17509,2002,"Morro Bay"
"Lingcod",4,14,0,0,4272,4334,4835,4744,205,76,0,0,18484,2002,"Morro Bay"
"Louvar",0,0,0,0,0,0,0,0,71,409,225,34,739,2002,"Morro Bay"
"Opah",430,0,0,0,0,0,0,0,0,533,98,537,1598,2002,"Morro Bay"
"Opaleye",0,0,2,0,0,0,0,0,0,0,0,0,2,2002,"Morro Bay"
"Pacific Pomfret",0,0,0,0,0,0,0,0,0,19,0,0,19,2002,"Morro Bay"
"Rockfish China",53,55,0,0,23,8,26,13,0,0,0,0,178,2002,"Morro Bay"
"Rockfish Mexican",0,8,0,0,0,0,0,0,0,0,0,0,8,2002,"Morro Bay"
"Rockfish bank",12294,50890,7596,74093,28757,44854,49637,38824,19037,15669,1339,32946,375936,2002,"Morro Bay"
"Rockfish blackandyellow",405,627,0,0,668,956,1425,1072,0,0,0,0,5152,2002,"Morro Bay"
"Rockfish black",15,18,0,0,25,10,27,4,0,0,0,0,99,2002,"Morro Bay"
"Rockfish blackgill",2209,16599,8003,9213,1071,664,2305,53,5328,6366,6322,2836,60969,2002,"Morro Bay"
"Rockfish blue",96,265,0,0,67,288,408,512,0,0,0,0,1636,2002,"Morro Bay"
"Rockfish bocaccio",0,224,52,103,0,34,0,0,224,0,0,0,637,2002,"Morro Bay"
"Rockfish bronzespotted",0,109,0,0,0,0,0,0,0,0,0,0,109,2002,"Morro Bay"
"Rockfish brown",4676,5570,0,0,4361,3768,8228,8281,0,0,0,0,34884,2002,"Morro Bay"
"Rockfish chilipepper",0,640,49,83,76,4,0,0,3590,0,0,0,4442,2002,"Morro Bay"
"Rockfish copper",61,121,0,0,90,28,161,68,0,0,0,0,528,2002,"Morro Bay"
"Rockfish darkblotched",0,0,13,0,118,0,0,0,17,7,0,6,161,2002,"Morro Bay"
"Rockfish flag",0,14,0,0,0,0,0,0,0,0,0,0,14,2002,"Morro Bay"
"Rockfish gopher",6422,7262,0,0,6209,4783,9411,6724,0,0,0,0,40811,2002,"Morro Bay"
"Rockfish grass",470,1332,0,0,1071,1618,3724,7161,0,8,0,0,15385,2002,"Morro Bay"
"Rockfish greenspotted",0,53,0,15,0,0,0,0,0,0,0,0,68,2002,"Morro Bay"
"Rockfish group bolina",582,26,0,0,79,0,16,0,0,0,0,0,703,2002,"Morro Bay"
"Rockfish group gopher",0,0,0,0,148,22,0,0,0,0,0,0,170,2002,"Morro Bay"
"Rockfish group nearshore",0,11,0,0,1,0,68,0,0,0,0,0,79,2002,"Morro Bay"
"Rockfish group red",106,394,0,15,68,715,0,0,0,0,11,0,1308,2002,"Morro Bay"
"Rockfish group rosefish",785,4738,494,505,1426,17907,4502,11653,7229,4800,4256,8711,67006,2002,"Morro Bay"
"Rockfish group shelf",65,25,0,0,0,0,0,0,0,0,0,0,90,2002,"Morro Bay"
"Rockfish group slope",2001,4018,92,0,2947,0,16201,7268,9517,2822,1546,10021,56433,2002,"Morro Bay"
"Rockfish group small",0,0,0,0,0,0,0,0,0,0,912,0,912,2002,"Morro Bay"
"Rockfish kelp",37,108,0,0,69,35,160,137,0,6,0,0,551,2002,"Morro Bay"
"Rockfish olive",4,25,0,0,3,19,37,17,0,0,0,0,105,2002,"Morro Bay"
"Rockfish redbanded",0,178,40,0,0,0,0,0,196,110,0,8,532,2002,"Morro Bay"
"Rockfish splitnose",0,2973,37,0,25,0,0,0,0,0,0,0,3035,2002,"Morro Bay"
