"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Rockfish splitnose",11,0,18,0,0,51,0,0,9,62,166,0,317,2000,"San Diego"
"Rockfish treefish",0,0,0,0,2,2,0,0,0,0,3,0,7,2000,"San Diego"
"Rockfish unspecified",293,39,96,415,76,130,185,165,131,130,140,63,1862,2000,"San Diego"
"Rockfish vermilion",0,0,22,0,417,356,133,38,10,43,200,125,1344,2000,"San Diego"
"Sablefish",1066,414,1935,2821,3191,1869,754,547,1607,604,1678,29,16515,2000,"San Diego"
"Sanddab Pacific",0,0,0,0,0,0,0,0,100,0,0,34,134,2000,"San Diego"
"Sanddab",0,0,585,337,182,190,0,0,0,0,0,0,1294,2000,"San Diego"
"Sardine Pacific",7200,6951,1409,5175,10125,7318,0,4050,0,0,30,0,42258,2000,"San Diego"
"Scorpionfish California",160,91,452,538,420,387,108,66,570,166,859,839,4654,2000,"San Diego"
"Seabass white",91,0,323,103,0,6268,7301,1558,546,224,0,8,16421,2000,"San Diego"
"Shark Pacific angel",60,0,0,13,0,0,273,0,0,0,0,0,346,2000,"San Diego"
"Shark bigeye thresher",155,0,0,0,2001,804,0,0,0,0,0,503,3463,2000,"San Diego"
"Shark brown smoothhound",0,0,0,12,0,292,0,387,0,0,0,122,813,2000,"San Diego"
"Shark leopard",45,15,73,179,143,17,68,28,20,47,153,532,1320,2000,"San Diego"
"Shark pelagic thresher",0,0,0,0,0,0,0,85,745,2112,600,67,3609,2000,"San Diego"
"Shark shortfin mako",5846,317,0,134,241,1824,4833,7510,13903,11458,7849,3772,57686,2000,"San Diego"
"Shark soupfin",1199,192,21,341,1978,2153,1929,1987,309,102,396,165,10772,2000,"San Diego"
"Shark spiny dogfish",830,0,15,0,0,0,0,0,0,0,0,0,845,2000,"San Diego"
"Shark thresher",9455,0,0,218,52222,16856,1089,1948,4885,2112,9856,32514,131154,2000,"San Diego"
"Shark unspecified",0,0,0,0,0,10,0,0,0,0,0,0,10,2000,"San Diego"
"Sheephead California",5632,471,5887,8266,3575,8619,1912,2926,3361,3921,8651,4436,57657,2000,"San Diego"
"Skate unspecified",748,0,0,26,154,43,0,0,0,0,0,31,1001,2000,"San Diego"
"Sole Dover",0,0,11,0,0,0,23,0,0,0,0,0,34,2000,"San Diego"
"Sole petrale",0,0,0,0,0,0,0,0,2,0,0,0,2,2000,"San Diego"
"Sole rex",0,0,0,0,0,0,0,19,0,0,0,0,19,2000,"San Diego"
"Sole rock",5,0,0,0,0,0,0,0,0,0,0,0,5,2000,"San Diego"
"Sole unspecified",31,20,22,25,39,25,140,33,4,0,0,0,340,2000,"San Diego"
"Surfperch black",0,0,0,0,0,0,0,233,29,52,123,95,532,2000,"San Diego"
"Surfperch unspecified",0,0,0,0,0,0,28,0,3,0,5,0,36,2000,"San Diego"
"Swordfish",70623,58414,531,0,0,3969,5832,14671,42857,55427,111078,81914,445316,2000,"San Diego"
"Thornyhead longspine",32,0,171,76,66,32,13,0,1007,3344,3785,0,8526,2000,"San Diego"
"Thornyhead shortspine",109,77,343,574,874,405,873,0,501,463,366,0,4584,2000,"San Diego"
"Thornyheads",212,81,71,0,0,0,0,0,0,0,0,0,364,2000,"San Diego"
"Tuna albacore",3521,0,0,0,0,11473,190978,37215,7895,39539,7519,10599,308739,2000,"San Diego"
"Tuna bigeye",70,1158,0,0,0,2177,0,98,304,118,0,884,4809,2000,"San Diego"
"Tuna bluefin",886,256,0,0,0,1483,1309,6476,272,497,2675,2203,16057,2000,"San Diego"
"Tuna skipjack",0,0,0,0,0,496,0,0,0,0,0,0,496,2000,"San Diego"
"Tuna unspecified",173,0,0,0,0,0,0,800,0,0,0,0,973,2000,"San Diego"
"Tuna yellowfin",72,0,0,0,0,835,0,3064,3511,323,317,23,8144,2000,"San Diego"
"Wahoo",0,0,0,0,0,0,0,0,222,0,0,0,222,2000,"San Diego"
"Whitefish ocean",166,171,179,82,0,108,0,12,0,53,315,180,1265,2000,"San Diego"
"Yellowtail",56,19,0,295,873,4386,8334,10102,838,163,56,0,25122,2000,"San Diego"
"Crab claws",267,0,0,0,0,0,60,0,13,0,0,0,340,2000,"San Diego"
"Crab red rock",100,0,0,0,0,0,0,0,0,0,0,0,100,2000,"San Diego"
"Crab rock unspecified",11578,19386,36134,21134,26033,26930,32952,28124,16445,10714,14418,27787,271635,2000,"San Diego"
"Crab spider",189,313,58,133,140,1220,421,11,812,208,1330,1653,6487,2000,"San Diego"
"Lobster California spiny",18018,10989,6336,0,0,427,0,107,0,148254,56023,30657,270810,2000,"San Diego"
"Prawn spot",0,1212,2417,3406,5120,5045,4568,6775,5324,2626,192,0,36684,2000,"San Diego"
"Shrimp ghost",9,8,15,21,25,36,149,25,13,8,6,5,320,2000,"San Diego"
"Sea cucumber unspecified",0,0,0,0,0,0,2023,1585,2801,0,0,0,6408,2000,"San Diego"
"Sea urchin red",76541,40965,62873,47649,53174,35741,36065,52390,53880,54841,71970,58375,644464,2000,"San Diego"
"Octopus unspecified",0,0,0,19,0,0,0,0,0,0,0,1,20,2000,"San Diego"
"Snail sea",0,0,0,0,0,13,0,0,0,0,0,0,13,2000,"San Diego"
"Snail top",1352,0,2128,2763,1480,6532,6384,1015,2519,457,1355,164,26149,2000,"San Diego"
"Squid jumbo",0,0,0,0,0,0,0,0,586,0,0,0,586,2000,"San Diego"
"Squid market",5000,0,5000,13000,4000,0,0,19,0,775,32000,17000,76794,2000,"San Diego"
"Whelk Kellets",340,169,336,0,0,20,434,233,83,125,66,51,1857,2000,"San Diego"
"Waters Area Total",264356,145371,136562,123270,181567,163651,322003,201030,181647,347238,349117,304962,2720774,2000,"San Diego"
"Dolphin fish",0,0,0,0,0,398,0,0,0,0,0,0,398,2000,"San Diego"
"Escolar",0,25,65,0,0,0,0,0,0,0,0,0,90,2000,"San Diego"
"Opah",98,0,0,0,0,0,0,0,0,0,0,0,98,2000,"San Diego"
"Shark pelagic thresher",0,0,70,0,0,0,0,0,0,0,0,0,70,2000,"San Diego"
"Shark shortfin mako",102,154,112,0,0,83,0,0,0,0,0,0,451,2000,"San Diego"
"Swordfish",1204,21232,20434,0,0,9163,0,0,0,0,0,0,52033,2000,"San Diego"
"Tuna albacore",0,0,0,0,0,0,0,0,13206,0,0,0,13206,2000,"San Diego"
"Tuna bigeye",0,5212,5762,0,0,1984,0,0,0,0,0,0,12958,2000,"San Diego"
"Tuna bluefin",0,198,0,0,0,0,0,0,0,0,0,0,198,2000,"San Diego"
"Wahoo",0,0,0,0,0,213,0,0,0,0,0,0,213,2000,"San Diego"
"Waters Area Total",1404,26821,26443,0,0,11841,0,0,13206,0,0,0,79715,2000,"San Diego"
"Tuna albacore",0,0,0,0,0,0,0,0,72630,1921,8812,0,83363,2000,"San Diego"
"Waters Area Total",0,0,0,0,0,0,0,0,72630,1921,8812,0,83363,2000,"San Diego"
"Dolphin fish",0,0,101,0,0,0,0,0,0,542,0,0,643,2000,"San Diego"
"Opah",0,0,0,0,0,0,0,0,0,51,0,0,51,2000,"San Diego"
"Swordfish",0,0,2804,0,0,0,0,0,0,136,0,0,2940,2000,"San Diego"
"Tuna albacore",0,0,0,0,0,86,0,0,0,144,0,0,230,2000,"San Diego"
"Waters Area Total",0,0,2905,0,0,86,0,0,0,873,0,0,3864,2000,"San Diego"
"Grand Total",265760,172192,165910,123270,181567,175578,322003,201030,267483,350032,357929,304962,2887716,2000,"San Diego"
"Anchovy northern",2250,0,0,0,0,0,1125,0,0,0,0,0,3375,2001,"San Diego"
"Barracuda California",0,0,0,60,1458,1653,214,1630,5,39,0,4,5063,2001,"San Diego"
"Bass giant sea",79,49,0,85,13,0,92,8,0,117,0,61,505,2001,"San Diego"
"Bonito Pacific",0,0,0,0,132,23,21,0,9,0,0,0,185,2001,"San Diego"
"Cabezon",8,88,149,890,664,632,161,15,96,0,0,0,2702,2001,"San Diego"
"Croaker white",0,0,0,0,0,0,0,0,1710,0,0,0,1710,2001,"San Diego"
"Dolphin fish",0,0,0,0,0,0,23,87,140,45,0,0,295,2001,"San Diego"
"Eel California moray",0,0,0,0,0,13,0,0,0,0,0,0,13,2001,"San Diego"
"Escolar",0,84,0,330,0,0,0,0,0,0,62,16,492,2001,"San Diego"
"Flounder unspecified",0,1,0,0,0,0,0,0,0,0,0,0,1,2001,"San Diego"
"Guitarfish shovelnose",0,0,0,0,0,0,0,32,0,0,0,0,32,2001,"San Diego"
"Halibut California",6073,12466,10815,5972,8300,2794,2072,454,137,125,220,755,50183,2001,"San Diego"
"Lingcod",0,0,0,0,0,48,7,0,41,0,0,0,96,2001,"San Diego"
"Louvar",30,0,0,0,0,0,46,147,1637,378,618,29,2885,2001,"San Diego"
"Mackerel Pacific",381,1429,72,483,750,204,525,530,1565,0,0,282,6221,2001,"San Diego"
"Mackerel jack",0,0,0,0,154,4,0,0,0,70,0,0,228,2001,"San Diego"
"Needlefish California",0,0,0,0,0,0,0,2,0,0,0,0,2,2001,"San Diego"
"Opah",10453,180,0,0,795,253,192,1361,2176,11355,22916,22322,72003,2001,"San Diego"
"Queenfish",0,0,0,0,0,8,0,0,0,0,0,0,8,2001,"San Diego"
"Rockfish China",0,0,0,1,0,0,0,0,0,0,0,0,1,2001,"San Diego"
"Rockfish aurora",0,0,19,0,0,0,0,0,0,0,0,0,19,2001,"San Diego"
"Rockfish black",0,0,81,0,0,0,0,0,0,0,0,0,81,2001,"San Diego"
"Rockfish blackgill",13,0,14,0,0,4,0,7,0,0,0,1382,1420,2001,"San Diego"
"Rockfish bocaccio",0,0,89,83,73,309,155,128,248,15,0,0,1101,2001,"San Diego"
"Rockfish bronzespotted",0,0,0,0,14,0,0,30,0,0,0,0,44,2001,"San Diego"
"Rockfish brown",18,0,0,14,56,0,0,0,0,0,0,4,92,2001,"San Diego"
"Rockfish chilipepper",0,0,272,0,0,63,53,0,17,0,0,0,405,2001,"San Diego"
"Rockfish copper",0,0,2,0,2,0,0,21,3,14,0,0,42,2001,"San Diego"
"Rockfish flag",0,0,0,9,10,0,6,0,0,0,0,0,25,2001,"San Diego"
"Rockfish greenblotched",0,0,0,10,0,19,8,9,6,0,0,0,52,2001,"San Diego"
"Rockfish greenspotted",0,0,43,7,39,0,26,2,0,0,0,0,117,2001,"San Diego"
"Rockfish greenstriped",0,0,11,0,12,0,2,0,0,0,0,0,25,2001,"San Diego"
"Rockfish group nearshore",0,0,7,12,0,16,6,5,9,26,0,0,81,2001,"San Diego"
"Rockfish group red",0,0,121,0,18,39,86,0,232,0,0,0,496,2001,"San Diego"
"Rockfish group rosefish",0,0,12,0,0,0,0,0,0,0,0,0,12,2001,"San Diego"
"Rockfish group shelf",0,0,351,6,118,129,87,135,122,16,0,0,964,2001,"San Diego"
"Rockfish group slope",0,0,0,0,0,0,0,50,0,0,0,0,50,2001,"San Diego"
"Rockfish kelp",0,0,0,10,0,0,0,0,0,0,0,0,10,2001,"San Diego"
"Rockfish olive",0,0,0,0,13,0,0,0,0,0,0,0,13,2001,"San Diego"
"Rockfish pinkrose",0,0,0,0,3,0,0,0,0,0,0,0,3,2001,"San Diego"
"Rockfish redbanded",0,0,0,0,0,0,0,0,47,0,0,0,47,2001,"San Diego"
"Rockfish rosethorn",0,0,0,0,0,0,0,0,3,0,0,0,3,2001,"San Diego"
"Rockfish speckled",0,0,0,0,0,0,0,0,22,0,0,0,22,2001,"San Diego"
"Rockfish splitnose",0,0,4,0,0,0,0,0,0,0,0,0,4,2001,"San Diego"
"Rockfish starry",0,0,0,7,0,0,0,20,0,0,0,0,27,2001,"San Diego"
"Rockfish treefish",0,0,0,1,0,0,0,0,0,0,0,0,1,2001,"San Diego"
"Rockfish unspecified",19,84,157,2,71,41,216,233,0,0,0,0,822,2001,"San Diego"
"Rockfish vermilion",0,0,259,210,140,260,307,207,133,79,0,0,1595,2001,"San Diego"
"Rockfish widow",0,0,0,5,0,0,0,0,0,0,0,0,5,2001,"San Diego"
"Sablefish",0,1302,6210,8650,5423,11415,6488,969,11971,21691,12276,1893,88289,2001,"San Diego"
"Sanddab Pacific",0,0,20,0,12,0,0,0,0,0,0,0,32,2001,"San Diego"
"Sanddab",36,0,0,0,0,0,0,0,0,0,0,0,36,2001,"San Diego"
"Sardine Pacific",0,0,0,0,450,0,0,0,0,0,0,0,450,2001,"San Diego"
"Scorpionfish California",647,480,1148,612,1175,437,87,11,241,1397,2159,2071,10464,2001,"San Diego"
"Seabass white",43,126,271,52,488,3131,1515,550,21,54,0,84,6336,2001,"San Diego"
"Shark bigeye thresher",251,0,0,0,0,0,0,0,0,0,0,0,251,2001,"San Diego"
"Shark brown smoothhound",0,0,0,0,0,0,0,0,0,0,0,18,18,2001,"San Diego"
"Shark leopard",310,49,102,58,57,13,44,23,0,15,50,36,756,2001,"San Diego"
"Shark pelagic thresher",0,0,0,0,0,0,113,125,440,155,109,0,942,2001,"San Diego"
"Shark shortfin mako",1564,659,0,297,915,1922,5197,8022,4802,2696,7553,5824,39451,2001,"San Diego"
"Shark soupfin",442,43,99,156,2991,3906,3640,1991,110,0,0,418,13796,2001,"San Diego"
"Shark thresher",38517,264,0,20,40721,348,967,1943,20719,4616,12239,49622,169976,2001,"San Diego"
"Sheephead California",5465,3912,4506,2710,6216,3405,2709,1763,947,2422,800,0,34853,2001,"San Diego"
"Skate unspecified",71,52,19,0,0,0,0,0,0,0,0,0,142,2001,"San Diego"
"Sole petrale",0,0,0,0,13,0,0,9,0,0,0,3,25,2001,"San Diego"
"Sole sand",2,11,3,11,3,6,9,11,0,0,0,0,56,2001,"San Diego"
"Sole unspecified",1,65,2,0,16,0,48,0,0,0,0,0,132,2001,"San Diego"
"Surfperch black",248,88,31,93,0,165,40,146,126,219,19,0,1175,2001,"San Diego"
"Swordfish",24041,40452,0,13203,2551,1069,6579,5567,14855,40899,80210,34048,263474,2001,"San Diego"
"Thornyhead longspine",0,865,1803,5,3,21,0,0,0,24,18,0,2739,2001,"San Diego"
"Thornyhead shortspine",0,47,1677,3811,3035,3292,2655,1280,1259,3729,3434,531,24750,2001,"San Diego"
"Thornyheads",0,25,364,477,791,0,41,63,81,298,1173,445,3758,2001,"San Diego"
"Tomcod Pacific",0,0,0,0,0,0,107,0,0,0,0,0,107,2001,"San Diego"
"Tuna albacore",1281,0,0,3469,0,13405,240718,15696,32445,44508,74855,2348,428723,2001,"San Diego"
"Tuna bigeye",0,1335,0,1508,935,0,0,0,0,0,0,0,3778,2001,"San Diego"
"Tuna bluefin",1618,549,0,0,0,232,3025,20182,1608,37,3905,144,31300,2001,"San Diego"
"Tuna skipjack",0,0,0,0,0,0,223,0,536,398,378,0,1535,2001,"San Diego"
"Tuna yellowfin",289,0,0,1644,0,0,1013,29133,1848,2674,2742,139,39482,2001,"San Diego"
"Whitefish ocean",170,191,8,43,116,252,85,0,0,0,0,2,867,2001,"San Diego"
"Yellowtail",0,0,340,0,487,1708,6720,4304,453,600,122,2,14737,2001,"San Diego"
"Crab rock unspecified",24195,20035,30163,25030,25630,18179,18993,21806,9316,6847,13956,14724,228873,2001,"San Diego"
"Crab sand",0,0,0,0,0,680,0,0,0,0,0,0,680,2001,"San Diego"
"Crab spider",835,309,528,5,2364,144,0,0,0,0,121,42,4349,2001,"San Diego"
"Lobster California spiny",19054,8654,5496,0,0,0,0,0,0,132379,41590,23183,230356,2001,"San Diego"
"Prawn spot",0,617,1254,1488,9118,6359,4313,936,1258,2090,851,0,28284,2001,"San Diego"
"Shrimp ghost",5,4,8,10,24,128,26,23,18,0,8,0,254,2001,"San Diego"
"Sea cucumber unspecified",0,0,0,0,0,0,532,703,130,0,0,0,1365,2001,"San Diego"
"Urchin purple sea",0,0,0,0,0,0,100,25,0,0,0,0,125,2001,"San Diego"
"Urchin red",52767,56927,87379,57477,74002,67067,43787,70609,58762,90551,59420,69775,788523,2001,"San Diego"
"Octopus unspecified",0,0,0,109,108,143,0,0,0,2,11,0,373,2001,"San Diego"
"Snail sea",0,0,0,0,80,0,53,0,0,0,0,0,132,2001,"San Diego"
"Snail top",1710,566,866,619,261,786,1035,0,1322,159,671,453,8448,2001,"San Diego"
"Squid market",4000,15730,4444,0,0,0,0,0,0,0,0,0,24174,2001,"San Diego"
"Whelk Kellets",36,153,51,137,52,59,0,30,0,273,480,142,1413,2001,"San Diego"
"Kelp",989,0,0,0,0,0,0,0,0,0,0,0,989,2001,"San Diego"
"Waters Area Total",197911,167889,159268,129891,190871,144781,356295,191031,171625,371010,342966,230802,2654340,2001,"San Diego"
"Dolphin fish",0,0,0,3840,1018,0,0,0,0,0,0,0,4858,2001,"San Diego"
"Escolar",0,0,0,310,519,0,0,0,0,0,0,0,829,2001,"San Diego"
"Scorpionfish California",0,0,0,0,0,38,0,0,0,0,0,0,38,2001,"San Diego"
"Shark pelagic thresher",0,0,0,0,150,0,0,0,0,0,0,0,150,2001,"San Diego"
"Shark shortfin mako",0,507,0,0,134,0,0,0,0,0,0,0,641,2001,"San Diego"
"Shark soupfin",0,0,0,0,183,0,0,0,0,0,0,0,183,2001,"San Diego"
"Shark thresher",0,0,0,0,6080,0,0,0,0,0,0,0,6080,2001,"San Diego"
"Sheephead California",0,0,151,0,0,620,0,0,45,0,0,0,816,2001,"San Diego"
"Swordfish",0,24999,0,46367,5492,0,0,0,0,0,0,0,76858,2001,"San Diego"
"Tuna albacore",990,1918,0,494,1992,0,0,0,34516,0,0,0,39910,2001,"San Diego"
"Tuna bigeye",0,1329,0,3214,171,0,0,0,0,0,0,0,4714,2001,"San Diego"
"Tuna bluefin",0,240,0,0,0,0,0,0,0,0,0,0,240,2001,"San Diego"
"Tuna yellowfin",0,0,0,0,568,0,0,0,0,0,0,0,568,2001,"San Diego"
"Wahoo",0,0,0,252,0,0,0,0,0,0,0,0,252,2001,"San Diego"
"Whitefish ocean",0,0,0,0,0,265,0,0,0,0,0,0,265,2001,"San Diego"
"Yellowtail",0,0,0,2426,0,0,0,0,0,0,0,0,2426,2001,"San Diego"
"Crab rock unspecified",0,20,0,0,0,0,0,0,0,0,0,0,20,2001,"San Diego"
"Lobster California spiny",613,72,86,0,0,0,0,0,0,6618,3439,1316,12143,2001,"San Diego"
"Prawn spot",0,0,1000,2942,3990,2670,2483,3648,1270,263,0,0,18267,2001,"San Diego"
"Urchin red",0,0,0,0,0,0,0,0,0,0,0,325,325,2001,"San Diego"
"Waters Area Total",1604,29085,1236,59845,20297,3593,2483,3648,35831,6881,3439,1641,169583,2001,"San Diego"
"Dolphin fish",0,0,0,1900,0,0,0,0,0,0,0,0,1900,2001,"San Diego"
"Escolar",0,0,0,555,0,0,0,0,0,0,0,0,555,2001,"San Diego"
"Sablefish",0,0,0,0,0,0,0,0,0,350,256,0,606,2001,"San Diego"
"Swordfish",158,0,0,21368,108,0,0,0,0,0,0,0,21634,2001,"San Diego"
"Thornyhead shortspine",0,0,0,0,0,0,0,0,0,21,0,0,21,2001,"San Diego"
"Thornyheads",0,0,0,0,0,0,0,0,0,0,4,0,4,2001,"San Diego"
"Tuna bigeye",0,0,0,2058,11,0,0,0,0,0,0,0,2069,2001,"San Diego"
"Tuna bluefin",498,0,0,0,0,0,0,0,0,0,0,0,498,2001,"San Diego"
"Tuna yellowfin",0,0,0,1213,0,0,0,0,0,0,0,0,1213,2001,"San Diego"
"Waters Area Total",656,0,0,27094,119,0,0,0,0,370,260,0,28499,2001,"San Diego"
"Grand Total",200171,196973,160504,216830,211287,148374,358778,194680,207457,378262,346664,232443,2852423,2001,"San Diego"
"Anchovy northern",0,0,0,0,2700,2250,0,0,3825,0,2700,0,11475,2002,"San Diego"
"Barracuda California",0,0,78,553,4185,3306,1561,3842,0,0,171,1279,14974,2002,"San Diego"
"Bass giant sea",27,0,1,21,8,0,12,0,0,109,117,29,325,2002,"San Diego"
"Bonito Pacific",0,0,0,0,285,454,0,0,0,0,0,0,739,2002,"San Diego"
"Cabezon",0,0,0,189,12,64,0,0,0,0,0,0,265,2002,"San Diego"
"Croaker white",179,0,0,0,0,0,316,0,223,0,0,0,718,2002,"San Diego"
"Dolphin fish",0,0,0,0,0,0,0,19,23,21,0,0,63,2002,"San Diego"
"Grenadiers",0,0,0,0,0,0,1442,0,0,0,0,0,1442,2002,"San Diego"
"Halibut California",2186,2538,2048,1606,2270,2401,1482,1207,658,625,978,391,18389,2002,"San Diego"
"Lingcod",0,0,10,0,358,26,45,262,0,0,0,0,701,2002,"San Diego"
"Louvar",254,0,0,0,0,0,73,0,1573,8028,118,194,10240,2002,"San Diego"
"Mackerel Pacific",124,0,166,79,158,416,91,0,0,0,0,0,1034,2002,"San Diego"
"Mackerel jack",0,0,0,0,0,0,0,151,0,0,0,0,151,2002,"San Diego"
"Mackerel unspecified",0,0,0,0,50,40,0,0,0,0,0,0,90,2002,"San Diego"
"Opah",13758,176,0,0,1257,241,2285,95,5146,7032,13633,8377,52000,2002,"San Diego"
"Queenfish",0,0,0,0,0,0,1580,1685,897,1008,309,317,5796,2002,"San Diego"
"Rockfish Mexican",0,0,0,0,61,59,0,0,0,0,0,0,120,2002,"San Diego"
"Rockfish blackgill",4050,4619,1124,1192,1837,2465,2980,4590,280,2553,1283,1716,28689,2002,"San Diego"
"Rockfish bocaccio",0,0,511,168,577,329,2,0,0,0,0,0,1588,2002,"San Diego"
"Rockfish brown",0,0,3,0,3,4,0,2,0,0,0,0,11,2002,"San Diego"
"Rockfish chilipepper",0,0,53,0,261,403,0,0,0,0,0,0,716,2002,"San Diego"
"Rockfish copper",0,0,87,43,64,33,0,0,0,0,0,0,225,2002,"San Diego"
"Rockfish cowcod",0,0,0,0,0,0,19,0,0,0,0,0,19,2002,"San Diego"
"Rockfish flag",0,0,1,4,1,32,7,0,0,0,0,0,45,2002,"San Diego"
"Rockfish gopher",0,0,2,0,0,0,1,0,0,0,0,0,2,2002,"San Diego"
"Rockfish grass",0,0,3,0,0,4,0,0,0,0,0,0,7,2002,"San Diego"
"Rockfish greenblotched",0,0,0,0,0,27,0,0,0,0,0,0,27,2002,"San Diego"
"Rockfish greenspotted",0,0,20,0,82,89,0,0,0,0,0,0,191,2002,"San Diego"
"Rockfish group bolina",0,0,96,0,0,0,0,0,0,0,0,0,96,2002,"San Diego"
"Rockfish group nearshore",0,0,2,31,5,3,0,0,0,0,0,0,41,2002,"San Diego"
"Rockfish group red",0,0,143,53,367,103,238,0,0,0,0,539,1442,2002,"San Diego"
"Rockfish group shelf",0,0,971,243,453,478,0,0,0,0,0,0,2144,2002,"San Diego"
"Rockfish group slope",0,0,0,0,0,16,0,0,30,0,0,276,322,2002,"San Diego"
"Rockfish kelp",0,0,0,0,2,0,0,0,0,0,0,0,2,2002,"San Diego"
"Rockfish rosethorn",0,0,0,0,6,0,0,0,0,0,0,0,6,2002,"San Diego"
"Rockfish speckled",0,0,0,0,0,9,0,0,0,0,0,0,9,2002,"San Diego"
"Rockfish splitnose",0,2,74,9,15,11,0,35,29,31,0,18,224,2002,"San Diego"
"Rockfish starry",0,0,3,25,9,0,64,10,0,0,0,0,111,2002,"San Diego"
"Rockfish treefish",0,0,21,32,16,9,22,3,0,0,0,0,103,2002,"San Diego"
"Rockfish unspecified",0,0,89,62,0,13,142,1,0,0,0,10,317,2002,"San Diego"
"Rockfish vermilion",0,0,717,560,689,156,22,0,0,0,249,0,2391,2002,"San Diego"
"Rockfish widow",0,0,3,0,0,0,0,0,0,0,0,0,3,2002,"San Diego"
"Sablefish",3001,13873,9057,26935,13685,18215,4896,13025,16932,13465,15841,10966,159892,2002,"San Diego"
"Salmon chinook",0,0,0,0,0,0,88,0,0,0,0,0,88,2002,"San Diego"
"Sardine Pacific",769,7650,12825,22900,22380,14393,18225,24975,22106,21375,15393,16276,199267,2002,"San Diego"
"Sardine juvenile",0,0,181,0,0,0,0,0,0,0,0,0,181,2002,"San Diego"
"Scorpionfish California",345,0,628,2183,288,112,161,98,15,759,0,0,4589,2002,"San Diego"
"Seabass white",0,87,0,57,25,11513,5289,162,0,24,0,0,17158,2002,"San Diego"
"Shark Pacific angel",0,0,0,0,0,0,0,0,0,22,0,0,22,2002,"San Diego"
