"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Rockfish shortbelly",0,0,0,3640,4,5066,0,0,0,0,0,0,8710,2000,"Eureka"
"Rockfish splitnose",164,50,45,16997,2325,1503,6,0,0,0,0,0,21090,2000,"Eureka"
"Rockfish unspecified",294,17,90,780,749,623,551,189,22,30,35,1,3381,2000,"Eureka"
"Rockfish vermilion",407,208,252,326,606,1063,861,864,1196,569,272,212,6836,2000,"Eureka"
"Rockfish widow",30008,50,31594,111864,16329,46421,95193,89153,133895,238531,126976,8497,928511,2000,"Eureka"
"Rockfish yelloweye",57,76,147,178,579,839,467,870,1483,279,159,73,5206,2000,"Eureka"
"Rockfish yellowtail",7,136,3,430,828,3827,17167,3319,13153,8093,174,176,47312,2000,"Eureka"
"Sablefish",34566,58518,80811,111217,111453,109479,232601,379678,208638,167134,163906,79752,1737753,2000,"Eureka"
"Salmon Chinook",0,0,0,0,166,0,868,4810,58122,516,0,0,64481,2000,"Eureka"
"Sanddab Pacific",0,0,0,0,0,0,20,300,0,0,0,0,320,2000,"Eureka"
"Sanddab",304,275,9889,10600,5283,13276,7204,21148,12985,7910,2300,1096,92270,2000,"Eureka"
"Shad American",0,0,0,0,0,0,0,1,0,0,0,0,1,2000,"Eureka"
"Shark bigeye thresher",0,0,0,0,0,0,0,0,0,733,0,0,733,2000,"Eureka"
"Shark blue",0,0,0,0,0,0,58,0,0,82,0,0,140,2000,"Eureka"
"Shark brown smoothhound",0,0,0,0,0,0,14,0,0,0,0,0,14,2000,"Eureka"
"Shark leopard",0,0,0,204,563,700,1185,1191,526,537,47,0,4953,2000,"Eureka"
"Shark shortfin mako",0,0,0,0,0,0,0,0,0,233,0,0,233,2000,"Eureka"
"Shark soupfin",0,0,0,0,26,46,0,12,71,153,409,164,881,2000,"Eureka"
"Shark spiny dogfish",0,0,0,168,1218,0,21,0,0,0,518,0,1925,2000,"Eureka"
"Shark thresher",0,0,0,0,288,0,0,0,27,3356,0,0,3671,2000,"Eureka"
"Shark unspecified",0,0,0,33,121,0,0,0,0,0,0,0,154,2000,"Eureka"
"Sharks cow",0,0,0,75,0,0,80,30,0,188,0,0,373,2000,"Eureka"
"Skate unspecified",50523,45504,21487,115327,133823,93865,135366,95384,126382,54036,23824,13511,909032,2000,"Eureka"
"Smelt night",376,31451,132773,160715,110991,62959,50906,24295,599,0,0,0,575065,2000,"Eureka"
"Smelt surf",0,748,2728,15018,44573,63413,78888,12209,1947,1558,0,0,221082,2000,"Eureka"
"Smelts true",0,0,0,180,0,0,0,0,0,0,0,0,180,2000,"Eureka"
"Sole Dover",131396,161051,228466,404282,244700,196941,456031,179994,464747,208014,342345,150727,3168694,2000,"Eureka"
"Sole English",123,418,5215,48072,36086,29363,35370,32751,50877,26617,8819,1395,275106,2000,"Eureka"
"Sole butter",0,0,0,0,0,0,0,0,0,0,50,0,50,2000,"Eureka"
"Sole petrale",337208,116783,7222,43317,43584,26305,36385,40043,26426,27147,26020,147279,877719,2000,"Eureka"
"Sole rex",15232,12655,15451,24307,20113,14264,28152,14050,27388,14173,15140,17176,218101,2000,"Eureka"
"Sole rock",0,0,0,0,0,8,0,5,0,0,0,0,13,2000,"Eureka"
"Sole sand",0,60,0,287,40,212,578,600,397,539,1566,490,4769,2000,"Eureka"
"Sole unspecified",0,0,0,0,0,0,0,2,0,0,0,0,2,2000,"Eureka"
"Surfperch pile",108,124,0,156,0,0,0,0,0,0,0,0,388,2000,"Eureka"
"Surfperch rainbow",0,0,0,0,0,0,13,0,0,0,0,0,13,2000,"Eureka"
"Surfperch redtail",1873,367,679,4024,0,0,8553,8040,2860,543,96,601,27635,2000,"Eureka"
"Surfperch unspecified",79,0,40,186,0,0,2,0,7,0,0,0,313,2000,"Eureka"
"Surfperch walleye",0,0,36,0,0,0,0,0,0,0,0,0,36,2000,"Eureka"
"Surfperch white",0,0,101,0,0,0,0,0,0,0,0,0,101,2000,"Eureka"
"Swordfish",0,0,0,0,0,0,0,0,0,51544,0,0,51544,2000,"Eureka"
"Thornyhead longspine",48818,106940,89374,171089,44191,14970,63820,22153,69471,33560,90608,61633,816627,2000,"Eureka"
"Thornyhead shortspine",20600,28017,25323,50069,14719,5744,21573,8885,21353,9619,30982,17610,254494,2000,"Eureka"
"Thornyheads",0,0,18855,847,9671,9313,5283,2797,5726,1175,15023,4633,73323,2000,"Eureka"
"Topsmelt",0,0,0,0,0,0,0,0,0,186,0,0,186,2000,"Eureka"
"Triggerfish",0,0,0,0,3,0,0,0,0,0,0,0,3,2000,"Eureka"
"Tuna albacore",0,437,0,0,0,10081,11143,14735,250207,88795,8410,0,383808,2000,"Eureka"
"Tuna bluefin",0,0,0,0,0,0,0,0,0,6003,0,0,6003,2000,"Eureka"
"Tuna skipjack",0,0,0,0,0,0,0,6,0,0,0,0,6,2000,"Eureka"
"Tuna yellowfin",0,0,0,71,0,0,0,1873,0,1003,0,0,2947,2000,"Eureka"
"Turbot",18,109,245,106,113,134,492,640,346,875,386,90,3554,2000,"Eureka"
"Whiting Pacific",0,0,0,887532,6119297,3500928,477667,2102,84,2148,0,0,10989758,2000,"Eureka"
"Crab Dungeness",963251,367401,113131,166492,85010,23516,7919,0,0,0,0,3032039,4758757,2000,"Eureka"
"Crab rock unspecified",0,1,370,913,1071,910,1346,1217,1034,796,466,0,8124,2000,"Eureka"
"Prawn spot",0,0,0,0,0,306,0,0,0,0,0,0,306,2000,"Eureka"
"Shrimp coonstriped",120,0,8,0,6420,19371,17941,17912,12117,11744,735,0,86369,2000,"Eureka"
"Shrimp ocean pink",0,0,0,43495,130902,515652,305847,972438,40928,74066,16,38,2083382,2000,"Eureka"
"Sea urchin red",0,0,774,0,1959,0,0,0,0,1002,0,0,3735,2000,"Eureka"
"Octopus unspecified",119,21,4,26,0,14,62,150,125,26,59,131,737,2000,"Eureka"
"Snail sea",0,0,0,0,0,0,0,42,0,0,0,0,42,2000,"Eureka"
"Squid jumbo",0,0,0,365,71,0,0,0,0,0,0,0,436,2000,"Eureka"
"Squid market",0,0,0,0,1077,109,23,0,0,0,0,0,1209,2000,"Eureka"
"Invertebrates colonial",0,0,0,0,0,0,0,0,0,0,0,20,20,2000,"Eureka"
"Cabezon",0,0,0,0,0,8,0,0,0,0,0,0,8,2000,"Eureka"
"Rockfish black",0,0,0,0,0,25,0,0,0,0,0,0,25,2000,"Eureka"
"Tuna albacore",0,0,0,0,0,0,0,0,190009,155863,0,0,345872,2000,"Eureka"
"Tuna skipjack",0,0,0,0,0,0,0,0,0,934,0,0,934,2000,"Eureka"
"Anchovy northern",0,0,0,0,0,0,0,0,5075,0,0,0,5075,2001,"Eureka"
"Cabezon",366,1635,1665,1161,1165,953,1036,403,357,0,0,0,8741,2001,"Eureka"
"Cod Pacific",0,0,0,0,6,6,0,9,10,5,0,0,36,2001,"Eureka"
"Eel wolf wolfeel",0,0,0,0,0,9,0,0,0,0,0,0,9,2001,"Eureka"
"Flounder arrowtooth",731,1275,1373,4246,3588,2971,1795,2103,2082,290,0,0,20454,2001,"Eureka"
"Flounder starry",0,213,91,409,3574,18485,6427,6551,2799,2079,4360,74,45062,2001,"Eureka"
"Flounder unspecified",0,0,0,0,0,0,0,0,874,0,0,0,874,2001,"Eureka"
"Greenling kelp",211,711,1353,765,775,371,479,181,6,0,0,0,4852,2001,"Eureka"
"Grenadiers",1313,2566,5415,2663,8112,15972,13760,37478,58038,114,0,0,145431,2001,"Eureka"
"Hagfishes",0,0,100,375,7600,26414,9678,0,0,0,0,0,44167,2001,"Eureka"
"Halibut California",0,141,23,7,14,119,81,103,0,1249,5346,395,7478,2001,"Eureka"
"Halibut Pacific",0,0,0,0,8,0,0,0,0,0,0,0,8,2001,"Eureka"
"Halibut unspecified",0,0,0,0,0,0,0,0,0,723,0,0,723,2001,"Eureka"
"Herring Roe",89959,53253,0,0,0,0,0,0,0,0,0,0,143212,2001,"Eureka"
"Lingcod",0,0,0,5,9635,12935,8069,12929,11322,8344,0,0,63239,2001,"Eureka"
"Louvar",0,0,0,0,0,663,0,0,0,0,0,0,663,2001,"Eureka"
"Mackerel Pacific",0,0,0,0,3,0,3,0,0,0,0,0,6,2001,"Eureka"
"Oilfish",0,0,0,0,520,0,0,0,0,0,0,0,520,2001,"Eureka"
"Rockfish China",116,224,673,485,460,607,296,218,236,162,0,0,3476,2001,"Eureka"
"Rockfish Pacific ocean perc",0,0,0,500,1202,458,0,32,0,0,0,0,2192,2001,"Eureka"
"Rockfish blackandyellow",8,19,0,34,12,8,0,39,0,0,0,0,120,2001,"Eureka"
"Rockfish black",1450,8261,16302,18766,24565,31696,22396,32198,36307,14354,3098,471,209863,2001,"Eureka"
"Rockfish blackgill",0,16,8,0,71,0,0,0,396,0,0,0,491,2001,"Eureka"
"Rockfish blue",826,1446,2631,585,969,1084,2927,1988,3398,1960,2057,140,20010,2001,"Eureka"
"Rockfish bocaccio",0,0,8,36,37,49,107,56,80,34,0,0,407,2001,"Eureka"
"Rockfish brown",0,233,134,291,601,625,26,44,110,64,0,0,2128,2001,"Eureka"
"Rockfish canary",66,615,856,1494,2130,4106,3425,5168,2486,258,0,0,20603,2001,"Eureka"
"Rockfish chilipepper",0,286,131,7563,1992,274,104,352,56,41,0,0,10799,2001,"Eureka"
"Rockfish copper",216,1860,3602,3516,1017,1471,1462,1046,457,354,0,0,15002,2001,"Eureka"
"Rockfish darkblotched",276,692,472,7613,5819,10145,3501,2580,2006,548,0,58,33710,2001,"Eureka"
"Rockfish gopher",6,50,8,1,357,16,22,4,0,0,0,0,463,2001,"Eureka"
"Rockfish grass",0,41,134,241,218,154,91,5,25,0,0,0,911,2001,"Eureka"
"Rockfish greenspotted",0,0,0,44,0,0,0,18,0,0,0,0,62,2001,"Eureka"
"Rockfish greenstriped",0,0,0,0,8,158,0,0,0,0,0,0,166,2001,"Eureka"
"Rockfish group blackblue",0,0,0,176,0,0,0,0,0,0,0,0,176,2001,"Eureka"
"Rockfish group bolina",0,165,88,96,24,0,20,0,0,0,0,0,393,2001,"Eureka"
"Rockfish group nearshore",79,82,0,22,20,131,5,0,582,517,1748,46,3232,2001,"Eureka"
"Rockfish group red",0,0,0,0,0,0,0,0,11,5,0,0,16,2001,"Eureka"
"Rockfish group shelf",0,38,634,572,2431,4085,1606,2486,5843,192,23,2,17912,2001,"Eureka"
"Rockfish group slope",3601,5088,4614,7115,14215,6158,7119,8292,6009,2525,606,118,65460,2001,"Eureka"
"Rockfish group small",0,50,3,59,0,54,0,0,202,292,0,0,659,2001,"Eureka"
"Rockfish kelp",0,3,0,0,0,0,0,0,0,0,0,0,3,2001,"Eureka"
"Rockfish olive",0,0,0,0,0,0,2,6,0,0,0,0,8,2001,"Eureka"
"Rockfish quillback",104,1034,2772,3597,1475,2922,3545,1462,1202,1041,0,0,19154,2001,"Eureka"
"Rockfish redbanded",0,20,87,0,0,0,32,0,0,0,0,0,139,2001,"Eureka"
"Rockfish rosethorn",0,5,11,12,0,0,2,0,0,0,0,0,30,2001,"Eureka"
"Rockfish rosy",0,0,17,0,0,0,0,0,0,0,0,0,17,2001,"Eureka"
"Rockfish shortbelly",0,3478,6173,1,1184,0,0,0,0,0,0,0,10836,2001,"Eureka"
"Rockfish splitnose",0,0,0,436,20,1375,34,74,0,0,0,0,1939,2001,"Eureka"
"Rockfish swordspine",0,0,0,46,0,0,0,0,0,0,0,0,46,2001,"Eureka"
"Rockfish treefish",0,0,0,0,25,0,0,0,0,0,0,0,25,2001,"Eureka"
"Rockfish unspecified",0,0,40,2437,416,12,0,0,26,4,0,0,2934,2001,"Eureka"
"Rockfish vermilion",174,724,1105,1138,901,713,576,816,467,26,0,0,6640,2001,"Eureka"
"Rockfish widow",569,83874,77013,94835,58438,42661,2598,780,978,97,170547,34149,566538,2001,"Eureka"
"Rockfish yelloweye",41,211,474,934,1019,1985,1343,1011,571,79,0,0,7667,2001,"Eureka"
"Rockfish yellowtail",168,3420,4614,19622,8409,30849,326,3346,3450,2418,8281,989,85891,2001,"Eureka"
"Sablefish",18138,49209,102045,63820,148314,139528,158055,221670,285463,94550,15009,2446,1298247,2001,"Eureka"
"Salmon chinook",0,0,0,190,11478,551,4025,9578,75434,2609,0,0,103865,2001,"Eureka"
"Salmon pink",0,0,0,0,2,0,0,0,0,0,0,0,2,2001,"Eureka"
"Sanddab Pacific",0,0,0,0,0,0,0,6672,4697,0,0,0,11369,2001,"Eureka"
"Sanddab",765,1628,16067,67753,46211,61440,12184,29745,22356,40549,13678,0,312376,2001,"Eureka"
"Sculpin staghorn",0,0,4,0,0,0,0,0,0,0,0,4,8,2001,"Eureka"
"Shark leopard",0,0,0,147,1208,251,403,1448,172,796,0,0,4425,2001,"Eureka"
"Shark sevengill",0,30,0,0,0,0,0,0,0,61,0,0,91,2001,"Eureka"
"Shark shortfin mako",0,0,0,0,0,0,0,0,32,0,0,0,32,2001,"Eureka"
"Shark soupfin",0,122,45,0,36,0,15,6,27,84,82,0,417,2001,"Eureka"
"Shark spiny dogfish",0,0,0,0,8,0,0,0,0,0,0,0,8,2001,"Eureka"
"Shark thresher",0,0,0,0,0,0,0,0,34572,46641,0,0,81213,2001,"Eureka"
"Sheephead California",0,0,0,0,0,0,0,0,29,0,0,0,29,2001,"Eureka"
"Sierra Pacific",0,0,0,0,78,0,0,0,0,0,0,0,78,2001,"Eureka"
"Skate unspecified",25635,50550,50231,144762,256142,218468,69083,113319,81232,116823,47869,0,1174114,2001,"Eureka"
"Smelt night",3434,6105,15544,20324,51275,35679,30710,20088,0,0,0,0,183159,2001,"Eureka"
"Smelt surf",0,0,0,5034,26218,28407,42522,21243,3858,0,0,0,127282,2001,"Eureka"
"Sole Dover",149565,146368,308029,414528,234876,293917,189287,259960,217982,1257,15,11164,2226948,2001,"Eureka"
"Sole English",2457,2761,16317,58679,46683,49159,22987,66985,71240,113140,40156,94,490658,2001,"Eureka"
"Sole butter",0,0,0,0,0,0,74,173,62,602,266,0,1177,2001,"Eureka"
"Sole petrale",169184,84088,15409,24220,25977,36988,11634,35512,34802,77298,30677,87618,633407,2001,"Eureka"
"Sole rex",37174,33054,25750,33535,28183,23742,19088,35686,31040,22028,3229,7972,300481,2001,"Eureka"
"Sole rock",0,0,0,0,0,0,0,103,109,0,0,0,212,2001,"Eureka"
"Sole sand",8,524,248,741,958,27061,2585,8751,10640,5083,14199,48,70846,2001,"Eureka"
"Sole unspecified",0,0,0,0,0,460,0,0,0,0,0,0,460,2001,"Eureka"
"Surfperch barred",20,13,57,39,0,0,127,0,0,0,0,0,256,2001,"Eureka"
"Surfperch pile",0,0,164,133,0,0,0,0,0,0,0,0,297,2001,"Eureka"
"Surfperch redtail",259,510,3496,4875,0,0,1532,2922,1512,441,129,0,15675,2001,"Eureka"
"Surfperch unspecified",0,0,0,12,0,0,0,0,0,0,0,0,12,2001,"Eureka"
"Surfperch walleye",0,0,0,212,0,0,0,0,0,0,0,0,212,2001,"Eureka"
"Thornyhead longspine",19151,38425,82069,53337,63578,58099,46197,83773,127497,419,0,0,572545,2001,"Eureka"
"Thornyhead shortspine",11371,12147,22900,11756,22856,14472,15831,17934,30312,1025,64,0,160668,2001,"Eureka"
"Thornyheads",19,2815,9790,1211,676,88,1358,2231,19654,0,0,0,37842,2001,"Eureka"
"Tomcod Pacific",0,0,0,0,0,7,0,0,0,0,0,0,7,2001,"Eureka"
"Triggerfish",0,12,3,56,0,0,0,0,0,0,0,0,70,2001,"Eureka"
"Tuna albacore",82,110,0,0,0,0,51631,529383,503689,150035,0,0,1234929,2001,"Eureka"
"Tuna bluefin",0,0,0,0,0,0,0,0,112,155,0,0,267,2001,"Eureka"
"Tuna yellowfin",0,0,0,0,0,0,57,0,0,0,0,0,57,2001,"Eureka"
"Turbot",90,264,646,1083,3190,2459,1224,1493,533,1233,214,0,12429,2001,"Eureka"
"Whiting Pacific",0,0,179,1317312,3047819,682840,33248,0,0,0,0,0,5081398,2001,"Eureka"
"Yellowtail",0,0,0,0,0,0,0,0,40,0,0,0,40,2001,"Eureka"
"Crab Dungeness",303654,169621,86592,37634,25559,11648,3755,0,0,0,0,1041699,1680162,2001,"Eureka"
"Crab box",6537,13604,7670,2605,0,0,0,0,0,0,0,0,30416,2001,"Eureka"
"Crab rock unspecified",0,0,325,1073,1518,1003,1047,1124,1135,297,0,1621,9143,2001,"Eureka"
"Prawn spot",0,0,0,1382,41,8,0,0,615,274,318,0,2637,2001,"Eureka"
"Shrimp Pacific Ocean",0,0,0,52804,356742,363600,151147,1047248,936628,352039,0,0,3260208,2001,"Eureka"
"Shrimp bay",0,0,0,0,0,0,0,38071,0,0,0,0,38071,2001,"Eureka"
"Shrimp coonstriped",0,77,75,3624,21460,19059,3207,10541,9205,12373,2515,0,82138,2001,"Eureka"
"Shrimp unspecified",0,0,0,0,0,0,0,0,64807,0,0,0,64807,2001,"Eureka"
"Urchin red",1069,1403,1040,15696,997,1027,0,0,0,1363,0,0,22595,2001,"Eureka"
"Clam common littleneck",0,0,0,50,13,0,0,0,0,0,0,0,63,2001,"Eureka"
"Clam rosy razor",0,0,0,0,0,0,0,0,74,0,0,0,74,2001,"Eureka"
"Clam unspecified",0,0,0,0,7,0,0,0,0,0,0,0,7,2001,"Eureka"
"Octopus unspecified",100,363,214,234,394,1388,492,596,850,244,0,25,4900,2001,"Eureka"
"Snail sea",0,0,0,0,0,530,585,821,1171,0,0,0,3106,2001,"Eureka"
"Squid market",0,31,0,122,61,15,26,0,0,0,0,0,255,2001,"Eureka"
"Salmon chinook",0,0,0,0,0,0,0,3885,0,0,0,0,3885,2001,"Eureka"
"Swordfish",0,0,0,20658,0,0,0,0,0,0,0,0,20658,2001,"Eureka"
"Tuna albacore",0,0,0,0,0,0,0,1052,0,0,0,0,1052,2001,"Eureka"
"Tuna bigeye",0,0,0,918,0,0,0,0,0,0,0,0,918,2001,"Eureka"
"Tuna yellowfin",0,0,0,1596,0,0,0,0,0,0,0,0,1596,2001,"Eureka"
"Crab Dungeness",0,0,0,65,0,0,0,0,0,0,0,0,65,2001,"Eureka"
"Salmon chinook",0,0,0,0,0,1083,0,866,0,0,0,0,1949,2001,"Eureka"
"Tuna albacore",0,0,0,0,0,0,0,1342,2659,2958,0,0,6959,2001,"Eureka"
"Cabezon",40,632,1507,1026,2978,1325,95,0,0,0,0,0,7603,2002,"Eureka"
"Croaker white",0,0,0,300,0,0,0,0,0,0,0,0,300,2002,"Eureka"
"Eel monkeyface",0,0,4,0,3,0,0,0,0,0,0,0,7,2002,"Eureka"
"Fish unspecified",0,0,0,0,0,2,0,0,0,0,0,0,2,2002,"Eureka"
"Flounder arrowtooth",1095,7982,4168,18687,8640,6969,6091,3911,2069,2463,343,28,62446,2002,"Eureka"
"Flounder starry",0,74,283,60,222,1519,3870,5406,378,4572,61,101,16546,2002,"Eureka"
"Greenling kelp",0,361,1923,1090,1128,333,0,0,75,0,0,0,4909,2002,"Eureka"
"Grenadiers",1186,4525,7616,11816,4197,8101,4322,4261,10004,8597,8132,794,73551,2002,"Eureka"
"Halibut California",0,47,94,23,0,1123,3416,2554,480,60,0,50,7847,2002,"Eureka"
"Halibut Pacific",0,0,0,0,0,0,30,0,0,0,0,0,30,2002,"Eureka"
"Herring Roe",63560,14635,0,0,0,0,0,0,0,0,0,0,78195,2002,"Eureka"
"Lingcod",857,474,2663,6726,14717,11214,15835,10151,7527,9992,919,494,81569,2002,"Eureka"
"Mackerel jack",0,0,0,0,4,5,312,0,0,0,0,0,321,2002,"Eureka"
"Mackerel unspecified",0,0,0,0,0,0,0,0,382,0,0,0,382,2002,"Eureka"
"Rockfish China",30,192,443,315,503,410,270,473,573,1440,512,3,5162,2002,"Eureka"
"Rockfish Pacific ocean perch",52,0,45,0,0,5,0,6,0,0,0,0,108,2002,"Eureka"
"Rockfish blackandyellow",0,5,12,7,3,14,5,1,0,0,60,0,106,2002,"Eureka"
"Rockfish black",1138,3722,10447,16696,30078,25027,22806,32508,21669,16391,9977,2267,192728,2002,"Eureka"
"Rockfish blackgill",0,0,0,0,0,0,80,57,60,585,115,0,897,2002,"Eureka"
"Rockfish blue",1061,1474,2341,978,2156,707,643,4509,4151,4239,2661,246,25165,2002,"Eureka"
"Rockfish bocaccio",3,54,9,329,29,0,6,0,0,12,0,0,442,2002,"Eureka"
"Rockfish brown",5,0,215,444,649,131,154,1038,1047,728,104,0,4515,2002,"Eureka"
"Rockfish canary",0,352,1836,1408,2186,3501,4565,1050,397,1168,68,73,16604,2002,"Eureka"
"Rockfish chilipepper",0,261,390,1303,2,2512,3368,55,668,2,29,0,8590,2002,"Eureka"
"Rockfish copper",0,51,1673,1642,2528,891,954,1634,961,3495,1014,0,14842,2002,"Eureka"
"Rockfish darkblotched",648,869,373,4586,4337,4524,32,240,35,4,0,131,15779,2002,"Eureka"
"Rockfish gopher",0,0,0,319,9,0,7,10,16,8,2,0,371,2002,"Eureka"
"Rockfish grass",0,7,103,34,115,50,33,82,406,55,0,0,884,2002,"Eureka"
"Rockfish greenstriped",0,0,0,0,0,9,0,21,0,0,0,0,30,2002,"Eureka"
"Rockfish group bolina",0,0,0,0,3,0,0,0,0,0,0,0,3,2002,"Eureka"
"Rockfish group nearshore",0,0,0,0,0,1106,2,578,20,0,0,0,1706,2002,"Eureka"
"Rockfish group shelf",87,327,604,2463,794,2601,4453,1436,72,842,161,53,13893,2002,"Eureka"
"Rockfish group slope",3974,6297,2616,8112,5547,10831,4588,1459,7975,7756,2196,1369,62720,2002,"Eureka"
"Rockfish group small",0,0,0,14,0,127,1,829,14,0,0,0,985,2002,"Eureka"
"Rockfish olive",0,0,0,0,0,0,0,12,0,0,0,0,12,2002,"Eureka"
"Rockfish quillback",0,179,774,677,743,473,564,1193,806,2317,813,2,8540,2002,"Eureka"
"Rockfish redbanded",0,0,0,0,0,62,32,135,0,304,7,0,540,2002,"Eureka"
"Rockfish splitnose",0,0,50,0,0,20,0,0,0,0,0,35,105,2002,"Eureka"
"Rockfish unspecified",0,0,0,114,0,0,0,0,0,0,0,0,114,2002,"Eureka"
"Rockfish vermilion",0,77,809,512,984,401,347,1010,689,1272,386,4,6491,2002,"Eureka"
"Rockfish widow",11,47,308,1028,2021,1317,1478,1360,43,0,85086,0,92699,2002,"Eureka"
"Rockfish yelloweye",0,0,0,0,0,4,1,1,0,0,0,0,6,2002,"Eureka"
"Rockfish yellowtail",182,48,1139,2545,912,5117,12457,1084,104,2948,82,175,26793,2002,"Eureka"
"Sablefish",37404,78705,114946,108279,63996,73446,62851,40492,127289,108799,87941,3993,908141,2002,"Eureka"
"Salmon chinook",0,0,0,107,349,1393,17610,24890,140076,416,0,0,184840,2002,"Eureka"
"Sanddab",24,3686,57857,39388,28605,90612,103322,91293,5947,43013,7205,10729,481681,2002,"Eureka"
"Sculpin staghorn",0,6,0,0,2,0,0,0,0,0,0,0,8,2002,"Eureka"
