"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Opah",97,0,0,0,0,0,0,40,50,2914,344,76,3521,2000,"Santa Barbara"
"Opaleye",0,0,3,0,0,0,5,0,0,0,1,2,11,2000,"Santa Barbara"
"Queenfish",0,0,0,0,2,0,0,0,0,0,0,0,2,2000,"Santa Barbara"
"Ray Pacific electric",0,96,0,0,0,0,10,170,60,80,0,0,416,2000,"Santa Barbara"
"Ray bat",0,0,0,0,0,0,45,25,18,0,0,0,88,2000,"Santa Barbara"
"Rockfish Pacific ocean perch",0,0,0,0,0,63,0,0,0,0,0,0,63,2000,"Santa Barbara"
"Rockfish blackandyellow",0,0,0,4,0,0,0,10,17,3,0,0,33,2000,"Santa Barbara"
"Rockfish black",0,0,0,0,489,0,0,0,0,0,0,0,489,2000,"Santa Barbara"
"Rockfish blackgill",0,38,2225,213,1554,995,777,29,2482,2178,6766,598,17855,2000,"Santa Barbara"
"Rockfish blue",0,0,19,8,270,5,0,0,0,15,0,11,327,2000,"Santa Barbara"
"Rockfish bocaccio",51,0,26,13,58,65,49,30,27,71,89,172,651,2000,"Santa Barbara"
"Rockfish brown",0,0,17,51,76,9,0,658,0,0,0,0,811,2000,"Santa Barbara"
"Rockfish canary",0,0,7,0,662,0,0,0,0,0,0,0,669,2000,"Santa Barbara"
"Rockfish chilipepper",0,22,6,4,0,7,6,1423,0,0,0,0,1468,2000,"Santa Barbara"
"Rockfish copper",0,0,278,33,709,1046,709,402,239,172,166,980,4732,2000,"Santa Barbara"
"Rockfish cowcod",0,0,0,35,26,29,23,10,31,29,4,5,191,2000,"Santa Barbara"
"Rockfish gopher",0,28,271,476,655,1212,771,227,667,592,259,1342,6498,2000,"Santa Barbara"
"Rockfish grass",0,37,1143,2045,2304,3275,1998,5146,4515,2189,1653,2494,26798,2000,"Santa Barbara"
"Rockfish group bolina",0,0,2,0,29,61,40,5,145,0,123,176,581,2000,"Santa Barbara"
"Rockfish group canaryvermili",0,0,0,0,0,0,0,0,0,0,18,5,23,2000,"Santa Barbara"
"Rockfish group gopher",0,0,46,19,73,103,153,203,113,0,77,112,899,2000,"Santa Barbara"
"Rockfish group nearshore",0,0,155,0,0,0,69,31,114,9,0,0,378,2000,"Santa Barbara"
"Rockfish group red",0,0,775,1148,879,1434,802,385,323,843,865,2529,9984,2000,"Santa Barbara"
"Rockfish group rosefish",0,0,0,0,0,0,0,42,666,107,0,0,815,2000,"Santa Barbara"
"Rockfish group shelf",0,0,87,0,28,66,152,156,139,0,0,0,626,2000,"Santa Barbara"
"Rockfish group slope",0,0,0,0,0,5,0,0,0,0,0,0,5,2000,"Santa Barbara"
"Rockfish group small",0,0,0,7,14,0,0,0,0,0,0,0,21,2000,"Santa Barbara"
"Rockfish kelp",0,0,63,61,42,0,3,0,4,2,0,18,192,2000,"Santa Barbara"
"Rockfish rosethorn",0,0,0,0,0,0,15,0,0,0,0,0,15,2000,"Santa Barbara"
"Rockfish rosy",0,0,0,0,0,13,65,0,0,0,0,0,78,2000,"Santa Barbara"
"Rockfish splitnose",11,4,159,120,30,39,207,69,211,37,0,40,927,2000,"Santa Barbara"
"Rockfish starry",0,0,14,19,10,36,22,0,0,0,0,0,101,2000,"Santa Barbara"
"Rockfish treefish",0,0,123,169,214,463,559,142,266,62,22,104,2124,2000,"Santa Barbara"
"Rockfish unspecified",47,139,1301,1572,1369,2284,1477,424,1555,396,987,1993,13545,2000,"Santa Barbara"
"Rockfish vermilion",0,0,30,27,28,85,58,0,319,172,0,14,733,2000,"Santa Barbara"
"Rockfish widow",0,0,1,0,8,10,22,13,17,8,0,8,87,2000,"Santa Barbara"
"Rockfish yellowtail",0,31,0,0,0,0,0,8,0,9,3,12,64,2000,"Santa Barbara"
"Sablefish",1877,1096,2737,4373,1630,3253,3609,1262,6749,4848,3463,5494,40390,2000,"Santa Barbara"
"Salmon Chinook",0,0,0,0,220,0,0,0,860,0,0,0,1080,2000,"Santa Barbara"
"Salmon",0,0,0,0,120,0,0,0,0,0,0,0,120,2000,"Santa Barbara"
"Sanddab",323,238,193,403,80,10,225,2,0,109,0,43,1625,2000,"Santa Barbara"
"Sardine Pacific",361879,966738,55708,300734,523580,685822,283577,1408037,345353,579506,1065972,248851,6825757,2000,"Santa Barbara"
"Scorpionfish California",377,97,1931,498,730,94,282,778,287,1492,2201,6195,14962,2000,"Santa Barbara"
"Seabass white",3628,2411,1973,90,369,24713,21245,4381,1194,4614,3420,1509,69546,2000,"Santa Barbara"
"Shark Pacific angel",6880,5894,3243,1786,1309,2157,618,758,777,3431,1045,5244,33142,2000,"Santa Barbara"
"Shark basking",0,0,0,0,76,0,0,0,0,0,0,0,76,2000,"Santa Barbara"
"Shark bigeye thresher",0,0,0,0,0,358,0,0,0,0,0,0,358,2000,"Santa Barbara"
"Shark blue",0,0,0,73,0,0,0,0,0,0,0,0,73,2000,"Santa Barbara"
"Shark brown smoothhound",285,174,431,111,107,151,51,31,95,131,1273,472,3311,2000,"Santa Barbara"
"Shark dusky",0,0,371,0,0,0,0,0,0,0,0,0,371,2000,"Santa Barbara"
"Shark gray smoothhound",0,0,0,0,0,0,3,7,0,41,0,0,51,2000,"Santa Barbara"
"Shark horn",0,21,0,0,0,0,0,0,0,0,0,0,21,2000,"Santa Barbara"
"Shark leopard",324,512,574,701,893,520,674,219,130,194,259,191,5189,2000,"Santa Barbara"
"Shark pelagic thresher",0,0,0,0,18,0,0,0,0,0,0,0,18,2000,"Santa Barbara"
"Shark sevengill",4,0,7,0,7,0,0,10,0,0,0,0,28,2000,"Santa Barbara"
"Shark shortfin mako",174,20,15,182,0,621,1552,82,1116,2080,1312,193,7346,2000,"Santa Barbara"
"Shark sixgill",0,0,0,0,0,0,15,0,0,0,0,0,15,2000,"Santa Barbara"
"Shark smooth hammerhead",0,0,0,0,0,50,0,0,0,0,0,0,50,2000,"Santa Barbara"
"Shark soupfin",1765,1890,823,1427,631,3236,4795,3847,997,149,677,1401,21639,2000,"Santa Barbara"
"Shark spiny dogfish",0,0,6,21,47,0,0,0,0,0,0,0,74,2000,"Santa Barbara"
"Shark thresher",18674,2903,86,393,2692,5839,4706,4829,6813,3770,21337,3282,75324,2000,"Santa Barbara"
"Shark unspecified",8,45,78,18,0,7,0,0,0,6,46,55,263,2000,"Santa Barbara"
"Shark white",0,0,0,0,0,88,61,0,0,0,0,0,149,2000,"Santa Barbara"
"Sheephead California",4326,1010,4750,5775,3357,7696,7458,5503,9308,4274,2036,3144,58636,2000,"Santa Barbara"
"Silversides",0,0,0,0,0,0,0,0,5,0,0,0,5,2000,"Santa Barbara"
"Skate California",1779,0,0,0,0,0,0,0,0,0,0,0,1779,2000,"Santa Barbara"
"Skate unspecified",20,0,113,698,95,0,3,385,234,0,146,175,1868,2000,"Santa Barbara"
"Smelts true",0,0,0,0,0,9,0,2,0,0,0,0,11,2000,"Santa Barbara"
"Sole Dover",0,0,544,97,130,12,0,0,0,0,0,0,783,2000,"Santa Barbara"
"Sole English",96,20,62,167,116,0,0,4732,0,0,112,244,5549,2000,"Santa Barbara"
"Sole fantail",0,0,0,65,164,0,0,0,0,0,0,0,229,2000,"Santa Barbara"
"Sole petrale",6,369,82,259,76,30,0,3686,0,0,434,509,5452,2000,"Santa Barbara"
"Sole rex",0,0,5,0,0,8,0,0,2,120,0,0,135,2000,"Santa Barbara"
"Sole unspecified",372,620,1206,1610,809,292,366,444,836,2988,2467,2097,14106,2000,"Santa Barbara"
"Surfperch black",0,0,0,173,0,0,0,0,0,0,0,0,173,2000,"Santa Barbara"
"Surfperch rainbow",4,0,0,1,0,0,0,0,0,0,0,0,5,2000,"Santa Barbara"
"Surfperch rubberlip",0,2,0,1,0,0,0,0,0,0,0,0,3,2000,"Santa Barbara"
"Surfperch unspecified",2,5,44,44,0,5,0,5,0,0,0,0,105,2000,"Santa Barbara"
"Swordfish",2126,0,0,0,0,0,0,10,350,3815,11157,441,17898,2000,"Santa Barbara"
"Thornyhead longspine",1823,479,1666,3566,5115,4317,5987,1598,2301,2600,716,4284,34452,2000,"Santa Barbara"
"Thornyhead shortspine",3811,2807,6480,2111,6945,4202,6217,1352,699,420,17,1414,36475,2000,"Santa Barbara"
"Thornyheads",1520,250,1096,2278,839,608,1896,669,266,2115,837,2657,15030,2000,"Santa Barbara"
"Tomcod Pacific",0,0,0,0,0,0,0,0,0,41,0,0,41,2000,"Santa Barbara"
"Tuna albacore",240,0,0,0,0,0,157,0,5335,2152,2956,0,10840,2000,"Santa Barbara"
"Tuna bluefin",0,0,0,0,0,0,0,0,969,221,666,0,1856,2000,"Santa Barbara"
"Tuna skipjack black",0,0,0,0,0,0,0,0,0,48,0,0,48,2000,"Santa Barbara"
"Tuna skipjack",0,0,0,0,0,0,0,0,0,15,0,0,15,2000,"Santa Barbara"
"Tuna unspecified",12,0,0,0,0,0,0,0,0,0,0,0,12,2000,"Santa Barbara"
"Tuna yellowfin",0,0,0,0,0,16,218,0,0,0,0,0,234,2000,"Santa Barbara"
"Whitefish ocean",869,81,886,778,363,591,608,390,854,937,191,433,6981,2000,"Santa Barbara"
"Whiting Pacific",5,0,20,0,0,36,0,0,0,0,0,0,61,2000,"Santa Barbara"
"Yellowtail",203,34,0,35,903,1306,259,314,925,2331,313,14,6636,2000,"Santa Barbara"
"Crab box",0,19,5,32,37,10,5,53,0,27,7,16,211,2000,"Santa Barbara"
"Crab claws",62,20,40,111,92,98,40,170,2,0,38,100,773,2000,"Santa Barbara"
"Crab king",0,0,27,213,154,197,173,268,167,0,0,0,1198,2000,"Santa Barbara"
"Crab pelagic red",0,0,0,0,0,0,0,0,0,10,0,0,10,2000,"Santa Barbara"
"Crab red rock",0,0,0,0,0,91,0,0,0,0,0,0,91,2000,"Santa Barbara"
"Crab rock unspecified",38916,41080,61751,53411,52238,61279,61320,56422,59754,42606,29844,38288,596908,2000,"Santa Barbara"
"Crab spider",2443,2349,2466,591,1092,1518,2896,2937,2896,1714,2135,1650,24687,2000,"Santa Barbara"
"Crab yellow rock",27,0,120,70,0,0,0,3,0,1118,0,0,1338,2000,"Santa Barbara"
"Crustacean unspecified",0,0,0,33,0,0,0,0,0,2,0,0,35,2000,"Santa Barbara"
"Lobster California spiny",28391,25224,16235,0,0,0,0,0,0,58935,40474,34789,204048,2000,"Santa Barbara"
"Prawn ridgeback",250974,130744,155996,173895,151542,1385,873,212,785,259772,175907,123541,1425626,2000,"Santa Barbara"
"Prawn spot",1475,18966,12853,7353,14065,19152,7475,12107,15158,12142,133,0,120878,2000,"Santa Barbara"
"Shrimp mantis",0,0,0,0,0,0,0,0,0,2,0,26,28,2000,"Santa Barbara"
"Shrimp ocean pink",0,0,0,1299,0,83,1021,570,41,0,0,0,3013,2000,"Santa Barbara"
"Sea cucumber unspecified",5641,6434,61977,67360,62522,183514,75669,62765,13689,627,2203,3245,545646,2000,"Santa Barbara"
"Sea urchin purple",0,141,0,1,0,0,0,0,0,3895,2854,627,7518,2000,"Santa Barbara"
"Sea urchin red",739888,194690,449937,367268,174820,239998,121832,388896,447407,572460,507811,514112,4719120,2000,"Santa Barbara"
"Clam unspecified",0,0,0,0,0,0,0,0,0,0,0,31,31,2000,"Santa Barbara"
"Limpet unspecified",0,0,98,0,4,0,0,0,0,13,0,0,114,2000,"Santa Barbara"
"Mussel",20,250,0,0,0,0,0,0,50,0,0,0,320,2000,"Santa Barbara"
"Octopus unspecified",113,76,21,31,26,35,37,95,30,75,22,25,585,2000,"Santa Barbara"
"Snail sea",38,0,0,0,0,7,0,0,30,0,0,0,75,2000,"Santa Barbara"
"Snails moon",0,0,0,0,0,0,0,0,304,50,70,0,424,2000,"Santa Barbara"
"Squid jumbo",3,0,0,0,0,0,0,0,0,0,0,0,3,2000,"Santa Barbara"
"Squid market",25142717,14809871,3272556,7585263,5147890,2685152,1631741,60,2041590,11331996,34792518,39050200,147491553,2000,"Santa Barbara"
"Whelk Kellets",1417,1186,2353,1811,1640,1616,1734,3915,2888,1033,2745,4916,27253,2000,"Santa Barbara"
"Waters Area Total",27795893,17662015,4364537,8923809,6905513,5318798,3087396,2954437,3429525,13290556,37357055,40243170,171332704,2000,"Santa Barbara"
"Dolphin fish",0,0,0,0,897,0,590,0,0,1576,0,0,3063,2000,"Santa Barbara"
"Escolar",68,65,0,0,338,0,0,0,0,90,0,120,681,2000,"Santa Barbara"
"Oilfish",0,0,0,0,0,0,55,0,0,0,0,300,355,2000,"Santa Barbara"
"Scorpionfish California",0,0,0,0,0,0,0,0,0,0,7,0,7,2000,"Santa Barbara"
"Shark shortfin mako",480,0,1289,0,15,0,127,0,0,682,0,510,3103,2000,"Santa Barbara"
"Shark thresher",0,0,0,0,0,0,0,0,20,0,0,0,20,2000,"Santa Barbara"
"Sheephead California",0,0,0,0,0,0,0,0,0,0,10,0,10,2000,"Santa Barbara"
"Swordfish",15100,10227,10750,0,6813,0,1690,0,0,12333,0,8108,65021,2000,"Santa Barbara"
"Tuna albacore",3072,253,0,0,145,0,8080,0,0,1006,0,1814,14370,2000,"Santa Barbara"
"Tuna bigeye",6674,2865,1875,0,3296,0,656,0,0,1243,0,981,17590,2000,"Santa Barbara"
"Tuna bluefin",1585,256,0,0,0,0,0,0,0,186,0,0,2027,2000,"Santa Barbara"
"Tuna yellowfin",0,0,369,0,29,0,35,0,0,0,0,0,433,2000,"Santa Barbara"
"Wahoo",0,0,0,0,0,0,27,0,0,0,0,0,27,2000,"Santa Barbara"
"Lobster California spiny",0,0,0,0,0,0,0,0,0,0,58,0,58,2000,"Santa Barbara"
"Prawn ridgeback",0,0,0,0,0,0,0,0,0,838,0,0,838,2000,"Santa Barbara"
"Waters Area Total",26979,13666,14283,0,11533,0,11260,0,20,17954,75,11833,107603,2000,"Santa Barbara"
"Grand Total",27822872,17675681,4378820,8923809,6917046,5318798,3098656,2954437,3429545,13308510,37357130,40255003,171440307,2000,"Santa Barbara"
"Anchovy northern",1034393,907399,195987,2151977,786323,171363,494929,1735852,672658,275677,102221,89642,8618421,2001,"Santa Barbara"
"Barracuda California",0,6,214,442,1429,752,6556,1597,39,375,0,14,11424,2001,"Santa Barbara"
"Bass giant sea",186,59,76,382,82,356,159,201,93,0,0,266,1859,2001,"Santa Barbara"
"Bonito Pacific",0,0,0,0,0,11,37,9,0,0,0,0,57,2001,"Santa Barbara"
"Butterfish Pacific pompano",154,698,1432,337,53,74,0,0,0,536,496,613,4392,2001,"Santa Barbara"
"Cabezon",837,1573,1633,1965,5140,2715,4523,4517,3964,0,0,0,26867,2001,"Santa Barbara"
"Croaker white",7652,4213,4113,548,7417,356,17,0,0,2732,2460,5999,35506,2001,"Santa Barbara"
"Dolphin fish",0,0,0,0,0,0,0,0,0,39,0,0,39,2001,"Santa Barbara"
"Eel California moray",0,0,0,0,49,0,0,0,0,0,0,5,53,2001,"Santa Barbara"
"Eel monkeyface",0,0,0,0,0,0,0,0,3,0,0,2,5,2001,"Santa Barbara"
"Eel",0,0,0,0,2,3,3,0,0,0,0,0,7,2001,"Santa Barbara"
"Fish unspecified",0,9,1,0,0,12,3,0,0,0,0,0,25,2001,"Santa Barbara"
"Flounder unspecified",35,109,0,0,0,4,7,0,0,0,0,0,154,2001,"Santa Barbara"
"Greenling kelp",0,0,0,0,0,0,10,0,0,0,0,0,10,2001,"Santa Barbara"
"Guitarfish shovelnose",826,317,2151,1712,1049,242,384,395,502,1279,1833,2015,12704,2001,"Santa Barbara"
"Halfmoon",5,11,61,0,4,5,81,28,0,0,0,0,195,2001,"Santa Barbara"
"Halibut California",14227,25414,37502,25664,38977,46324,30542,18129,11617,9435,8875,16243,282948,2001,"Santa Barbara"
"Halibut unspecified",0,0,14,0,0,0,0,0,0,0,0,0,14,2001,"Santa Barbara"
"Lingcod",0,50,8,0,511,248,552,740,905,296,0,0,3309,2001,"Santa Barbara"
"Lizardfish California",0,0,2,0,25,0,0,0,0,0,0,0,27,2001,"Santa Barbara"
"Louvar",0,0,0,0,0,0,0,0,0,69,0,0,69,2001,"Santa Barbara"
"Mackerel Pacific",0,4,11,3,11,0,4257,155435,0,0,0,0,159720,2001,"Santa Barbara"
"Mackerel jack",0,0,0,102,0,0,20,0,0,0,0,0,122,2001,"Santa Barbara"
"Mackerel unspecified",0,0,0,0,0,0,0,50,0,0,0,0,50,2001,"Santa Barbara"
"Midshipman plainfin",0,44,157,285,120,0,0,0,0,0,0,0,606,2001,"Santa Barbara"
"Opah",0,0,0,0,0,0,0,165,0,482,155,0,802,2001,"Santa Barbara"
"Opaleye",0,0,0,0,0,0,5,0,0,0,2,0,7,2001,"Santa Barbara"
"Ray Pacific electric",0,0,0,0,0,0,0,0,180,0,0,0,180,2001,"Santa Barbara"
"Ray bat",0,0,0,0,0,0,0,15,0,0,0,0,15,2001,"Santa Barbara"
"Ray unspecified",0,0,0,0,6,10,0,0,0,0,0,0,16,2001,"Santa Barbara"
"Rockfish blackandyellow",0,0,0,0,2,15,9,64,0,50,21,40,200,2001,"Santa Barbara"
"Rockfish black",0,0,0,0,0,0,7,0,0,0,0,0,7,2001,"Santa Barbara"
"Rockfish blackgill",7959,0,3352,0,3785,1494,1040,2145,2713,2819,2179,3608,31094,2001,"Santa Barbara"
"Rockfish blue",0,0,16,13,8,5,14,33,24,18,37,9,176,2001,"Santa Barbara"
"Rockfish bocaccio",0,0,33,81,665,174,386,106,234,18,0,0,1697,2001,"Santa Barbara"
"Rockfish brown",0,53,0,30,2,0,1,156,0,0,4,0,246,2001,"Santa Barbara"
"Rockfish canary",0,0,0,0,113,0,0,0,0,0,0,0,113,2001,"Santa Barbara"
"Rockfish chameleon",0,0,0,0,0,0,0,0,13,0,16,0,29,2001,"Santa Barbara"
"Rockfish chilipepper",0,0,0,0,0,0,0,234,0,0,0,0,234,2001,"Santa Barbara"
"Rockfish copper",0,714,534,1035,1184,116,28,859,624,1105,620,108,6927,2001,"Santa Barbara"
"Rockfish gopher",575,583,582,633,96,211,487,261,516,434,390,74,4840,2001,"Santa Barbara"
"Rockfish grass",595,1027,1476,2557,3461,2303,2866,2466,2538,1828,1683,555,23355,2001,"Santa Barbara"
"Rockfish group bolina",0,16,28,56,70,256,351,247,4,0,142,6,1175,2001,"Santa Barbara"
"Rockfish group gopher",0,0,0,0,102,103,120,22,96,0,0,0,443,2001,"Santa Barbara"
"Rockfish group nearshore",0,0,86,0,1026,185,184,33,621,119,0,0,2254,2001,"Santa Barbara"
"Rockfish group red",127,0,85,368,1002,333,493,305,430,0,0,0,3142,2001,"Santa Barbara"
"Rockfish group rosefish",0,0,0,0,0,50,0,20,0,0,0,0,70,2001,"Santa Barbara"
"Rockfish group shelf",0,0,0,0,755,61,414,92,495,0,0,0,1817,2001,"Santa Barbara"
"Rockfish group small",0,0,0,23,0,0,0,0,0,0,0,0,23,2001,"Santa Barbara"
"Rockfish kelp",0,8,0,3,120,16,24,131,23,8,2,0,335,2001,"Santa Barbara"
"Rockfish olive",0,0,0,3,15,40,42,24,41,16,0,0,180,2001,"Santa Barbara"
"Rockfish rosethorn",0,0,0,0,20,0,0,0,0,0,0,0,20,2001,"Santa Barbara"
"Rockfish rosy",0,0,0,0,0,0,0,20,0,0,0,0,20,2001,"Santa Barbara"
"Rockfish shortbelly",0,0,634,0,0,0,0,0,0,0,0,0,634,2001,"Santa Barbara"
"Rockfish splitnose",0,0,46,53,772,56,179,24,0,0,0,2,1132,2001,"Santa Barbara"
"Rockfish starry",0,0,0,0,0,1,6,17,6,1,0,0,30,2001,"Santa Barbara"
"Rockfish treefish",30,19,143,215,68,40,47,53,96,124,168,0,1002,2001,"Santa Barbara"
"Rockfish unspecified",185,95,1488,164,845,1602,570,943,384,86,22,128,6513,2001,"Santa Barbara"
"Rockfish vermilion",0,0,70,19,111,107,79,170,88,24,0,0,667,2001,"Santa Barbara"
"Rockfish widow",0,0,0,0,0,0,1,0,0,0,0,0,1,2001,"Santa Barbara"
"Sablefish",4096,3775,6788,2610,3488,5056,6028,6731,6496,3195,2164,2775,53201,2001,"Santa Barbara"
"Salmon chinook",0,0,0,0,1381,0,364,0,0,0,0,0,1744,2001,"Santa Barbara"
"Sanddab Pacific",0,0,0,0,52,0,0,0,0,0,0,0,52,2001,"Santa Barbara"
"Sanddab",112,484,279,51,125,32,20,637,44,0,50,150,1984,2001,"Santa Barbara"
"Sardine Pacific",1269927,1821506,285899,675320,0,467074,1319174,953774,496935,971656,536046,80698,8878009,2001,"Santa Barbara"
"Scorpionfish California",1382,2394,2826,1395,337,64,25,167,766,644,317,872,11190,2001,"Santa Barbara"
"Seabass white",1601,1538,5843,1461,2112,31175,18019,3492,2797,2561,276,1150,72026,2001,"Santa Barbara"
"Shark Pacific angel",4412,1735,2416,2374,2491,1821,1101,1691,640,380,505,2908,22472,2001,"Santa Barbara"
"Shark brown smoothhound",531,1311,485,153,32,73,153,28,10,898,637,612,4923,2001,"Santa Barbara"
"Shark gray smoothhound",0,0,117,0,0,0,0,0,0,0,0,0,117,2001,"Santa Barbara"
"Shark horn",0,0,0,7,0,0,0,0,0,0,0,0,7,2001,"Santa Barbara"
"Shark leopard",463,412,359,664,744,655,633,460,150,86,106,242,4974,2001,"Santa Barbara"
"Shark sevengill",0,0,22,3,0,0,0,15,27,8,0,0,75,2001,"Santa Barbara"
"Shark shortfin mako",0,0,0,0,103,865,316,454,312,583,35,0,2668,2001,"Santa Barbara"
"Shark sixgill",0,0,0,0,0,7,0,0,0,0,0,0,7,2001,"Santa Barbara"
"Shark soupfin",804,587,414,806,1438,4351,1284,1244,268,95,184,1102,12577,2001,"Santa Barbara"
"Shark thresher",539,416,301,917,4534,11947,5107,9996,4179,4568,15582,2829,60913,2001,"Santa Barbara"
"Shark unspecified",7,34,65,31,21,18,80,13,0,0,0,17,285,2001,"Santa Barbara"
"Shark white",0,0,0,0,23,63,0,0,0,0,0,0,86,2001,"Santa Barbara"
"Sheephead California",1882,2480,5162,2432,10470,8447,6296,12480,13341,5828,7052,0,75869,2001,"Santa Barbara"
"Skate unspecified",283,483,506,835,1052,678,597,1009,179,403,76,173,6273,2001,"Santa Barbara"
"Smelts true",0,0,0,0,0,6,0,3,0,0,0,0,9,2001,"Santa Barbara"
"Sole Dover",0,0,26,131,38,0,3,0,0,0,97,0,295,2001,"Santa Barbara"
"Sole English",247,797,40,20,0,0,0,2894,0,84,53,1132,5267,2001,"Santa Barbara"
"Sole petrale",61,239,669,556,310,347,601,4614,0,230,416,2740,10783,2001,"Santa Barbara"
"Sole rex",0,0,70,0,1,126,0,0,0,0,0,62,259,2001,"Santa Barbara"
"Sole rock",0,9,32,0,10,0,0,1,0,0,0,0,52,2001,"Santa Barbara"
"Sole unspecified",1315,2015,2200,1241,1359,1535,390,980,504,1417,1285,1720,15961,2001,"Santa Barbara"
"Surfperch barred",0,0,20,0,0,0,0,0,0,0,0,9,29,2001,"Santa Barbara"
"Surfperch unspecified",0,0,0,0,0,0,5,0,0,0,0,0,5,2001,"Santa Barbara"
"Swordfish",182,0,0,0,0,0,0,0,0,6549,1612,0,8343,2001,"Santa Barbara"
"Thornyhead longspine",4813,2661,7098,4718,10376,2031,4864,2864,3286,4100,2417,1480,50708,2001,"Santa Barbara"
"Thornyhead shortspine",174,124,546,770,2629,2053,1311,860,6258,4190,816,2381,22112,2001,"Santa Barbara"
"Thornyheads",2413,2132,932,55,2171,2787,2353,2164,1299,6250,5769,5706,34031,2001,"Santa Barbara"
"Tuna albacore",0,0,0,0,0,244,9729,2318,4904,10719,2233,0,30147,2001,"Santa Barbara"
"Tuna bluefin",0,0,0,0,0,0,0,0,89,891,0,0,980,2001,"Santa Barbara"
"Tuna yellowfin",0,0,0,0,0,0,0,164,294,38,0,0,496,2001,"Santa Barbara"
"Turbot",0,0,0,0,0,173,0,0,0,0,0,0,173,2001,"Santa Barbara"
"Whitefish ocean",417,721,584,348,901,232,848,1337,852,936,759,35,7970,2001,"Santa Barbara"
"Whiting Pacific",0,20,0,0,3,0,0,0,0,0,0,0,23,2001,"Santa Barbara"
"Yellowtail",11,0,14,21,0,188,93,369,483,698,0,0,1876,2001,"Santa Barbara"
"Crab box",15,59,86,81,80,11,42,30,0,0,0,0,404,2001,"Santa Barbara"
"Crab claws",133,19,50,323,189,93,339,148,158,102,58,210,1821,2001,"Santa Barbara"
"Crab king",0,0,127,140,200,441,582,768,289,399,122,0,3068,2001,"Santa Barbara"
"Crab red rock",0,0,0,63,0,0,0,0,0,0,0,0,63,2001,"Santa Barbara"
"Crab rock unspecified",32205,40787,52712,57045,74204,65068,71975,68046,62082,43001,41823,53901,662849,2001,"Santa Barbara"
"Crab spider",1706,2652,3029,2209,3054,2356,2589,1930,2004,2356,1145,2130,27161,2001,"Santa Barbara"
"Crab yellow rock",0,0,153,0,0,0,0,0,0,0,0,0,153,2001,"Santa Barbara"
"Crustacean unspecified",0,0,31,0,0,0,0,0,0,0,0,0,31,2001,"Santa Barbara"
"Lobster California spiny",35248,21590,18406,0,0,0,0,0,0,78812,65931,35056,255044,2001,"Santa Barbara"
"Prawn ridgeback",90668,44953,49447,22986,6127,159,118,177,0,26509,35909,32270,309323,2001,"Santa Barbara"
