"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Groundfish",63475,38624,84253,40990,119471,309856,254861,128490,187018,97010,87585,51893,1463514,2004,"Fort Bragg"
"Groundfish",74254,98304,75525,107088,126625,132581,122856,228728,179786,174061,162732,88440,1570975,2005,"Fort Bragg"
"Groundfish",51706,64883,30028,140562,133624,150803,188367,111088,136491,67829,51243,36105,1162724,2006,"Fort Bragg"
"Groundfish",70611,31228,35615,50055,93890,216725,171645,103431,100638,86378,107713,38445,1106369,2007,"Fort Bragg"
"Groundfish",46781,78278,91339,99866,104367,134374,189895,130883,147673,71893,91491,51835,1238673,2008,"Fort Bragg"
"Groundfish",66873,76994,80793,232983,160947,155444,99797,177986,202013,146435,165020,100317,1665592,2009,"Fort Bragg"
"Groundfish",95185,38439,115327,158550,304311,135332,203867,110038,273799,100274,92890,75837,1703839,2010,"Fort Bragg"
"Groundfish",23004,9862,21574,45368,83295,62482,180824,133623,502554,242285,135741,98434,1539043,2011,"Fort Bragg"
"Groundfish",17156,6828,15655,35600,128693,186974,154909,171496,288634,280342,117662,72923,1476867,2012,"Fort Bragg"
"Groundfish",34976,44242,167590,176463,228307,102828,129339,151203,282225,221197,27654,24374,1590393,2013,"Fort Bragg"
"Groundfish",43316,70686,173406,288234,145545,38541,116203,97344,286746,143326,117545,21155,1542052,2014,"Fort Bragg"
"Groundfish",54360,59808,72892,285700,191643,198403,113039,319870,104417,279193,98372,15741,1793430,2015,"Fort Bragg"
"Groundfish",40839,158600,63635,123086,75224,167247,77309,99632,163430,206044,31540,23396,1229973,2016,"Fort Bragg"
"Groundfish",16431,28699,55555,132353,172317,188382,47190,249204,171111,243877,127272,94847,1527232,2017,"Fort Bragg"
"Groundfish",44475,14552,116102,213548,195227,81212,155492,175650,145404,293422,198503,105508,1739085,2018,"Fort Bragg"
"Groundfish",34108,10109,153781,194110,320525,240412,240057,335953,169975,294153,137623,88117,2218908,2019,"Fort Bragg"
"Groundfish",31326,47570,39850,30482,29086,47671,40857,37210,20294,18387,26056,39968,408755,2000,"Los Angeles"
"Groundfish",33498,24651,47780,28619,36809,30347,26528,23412,21868,21758,14081,26900,336245,2001,"Los Angeles"
"Groundfish",40043,34804,42374,38792,38720,45611,25853,26157,16784,19668,15992,21670,366465,2002,"Los Angeles"
"Groundfish",36445,26092,24091,20494,39185,34060,27725,25732,17038,24664,19883,14958,310365,2003,"Los Angeles"
"Groundfish",35666,33303,48979,22823,26283,27415,29303,23874,15378,21882,30275,13568,328746,2004,"Los Angeles"
"Groundfish",20996,24540,15224,17454,18509,23158,20403,17154,12187,17606,7546,11281,206054,2005,"Los Angeles"
"Groundfish",13609,20788,19295,14256,18153,14530,11932,11233,12293,10258,10469,16873,173688,2006,"Los Angeles"
"Groundfish",13189,16013,22340,13518,17520,21408,24309,25207,20861,18324,17293,8874,218855,2007,"Los Angeles"
"Groundfish",14546,14576,27949,20144,18386,15493,20037,17330,16267,14232,11679,11368,202005,2008,"Los Angeles"
"Groundfish",15808,9275,9877,13402,14158,15723,16514,14026,14153,14446,8170,6761,152310,2009,"Los Angeles"
"Groundfish",6578,8552,11081,10281,16237,28419,29280,21990,20251,13169,9131,6966,181932,2010,"Los Angeles"
"Groundfish",13873,12208,13104,11927,13401,18140,24529,23615,21035,26842,18389,12524,209579,2011,"Los Angeles"
"Groundfish",15358,14109,15288,9186,9015,12093,23933,21549,18035,15255,15258,9797,178863,2012,"Los Angeles"
"Groundfish",12879,13702,12983,11365,15707,15436,12869,13883,11676,9227,16408,17299,163424,2013,"Los Angeles"
"Groundfish",19211,11271,7345,10274,10717,14943,16219,19512,14699,15198,13243,13668,166275,2014,"Los Angeles"
"Groundfish",18764,10992,15267,10521,11618,11280,9235,8575,8956,7969,5133,3474,121761,2015,"Los Angeles"
"Groundfish",6475,9319,12020,8981,15827,10893,12902,12542,8816,11846,14480,12128,136219,2016,"Los Angeles"
"Groundfish",8944,9645,14714,8908,7991,20559,16737,12888,10409,12547,12430,13737,149498,2017,"Los Angeles"
"Groundfish",12705,10783,13629,11072,7688,20213,17431,13799,7079,14854,9784,5559,144589,2018,"Los Angeles"
"Groundfish",7374,10006,9848,16558,24337,23802,18372,14642,10918,17527,14458,11164,179001,2019,"Los Angeles"
"Groundfish",114431,55367,49601,58288,96354,122044,67251,245893,104353,143126,195392,185246,1437331,2000,"Monterey"
"Groundfish",59228,67118,74603,58850,89600,95476,138709,97570,154551,103239,120164,118156,1177255,2001,"Monterey"
"Groundfish",95100,157471,76612,103138,92520,78046,54873,87803,53635,114045,112915,84533,1110683,2002,"Monterey"
"Groundfish",171791,186844,161368,153770,154076,179658,93296,114286,202047,141410,154915,67374,1780827,2003,"Monterey"
"Groundfish",101753,77047,78435,107298,64459,41347,109051,162258,78757,81841,91462,86578,1080270,2004,"Monterey"
"Groundfish",94626,102490,76335,78593,34507,50799,54753,103809,139071,118920,134153,71925,1059969,2005,"Monterey"
"Groundfish",92956,149074,61590,105652,83935,155959,112365,92708,55028,45783,38488,43385,1036916,2006,"Monterey"
"Groundfish",72710,21577,42745,26942,48860,53769,40594,51002,52193,46939,63805,28098,549223,2007,"Monterey"
"Groundfish",22990,27314,34633,64804,56840,43779,45676,45801,109218,85456,105061,55574,697137,2008,"Monterey"
"Groundfish",60727,23678,29736,47656,79219,57970,70209,65729,74996,32380,45337,44511,632138,2009,"Monterey"
"Groundfish",24471,45155,63077,49018,53520,55981,79356,57228,65109,62160,71886,73297,700247,2010,"Monterey"
"Groundfish",41799,40609,20333,77225,55737,64247,61199,68521,58605,76244,38683,48086,651281,2011,"Monterey"
"Groundfish",49972,25871,64715,53568,24904,35905,51405,51614,58976,65866,19134,28562,530480,2012,"Monterey"
"Groundfish",20281,21933,45317,47675,28599,31523,40721,48859,34310,29877,40986,33835,423899,2013,"Monterey"
"Groundfish",54861,30507,60421,72572,72046,54640,111612,99570,49267,93436,76525,23975,799425,2014,"Monterey"
"Groundfish",52308,18973,41529,47916,72461,50857,84145,50981,66708,41715,15928,3808,547321,2015,"Monterey"
"Groundfish",26960,23592,27936,31380,54187,35310,39623,33507,35963,32528,17149,45119,403246,2016,"Monterey"
"Groundfish",17917,13523,23803,40677,41276,49144,44310,45771,75127,26416,40097,21026,439080,2017,"Monterey"
"Groundfish",16883,17643,23999,48887,29722,18058,46507,93834,76367,90288,36101,16496,514769,2018,"Monterey"
"Groundfish",31984,16347,40678,51119,51968,36152,42169,49142,37419,53746,37933,17304,465947,2019,"Monterey"
"Groundfish",34593,14339,28211,16602,20133,60645,56279,65282,31841,63476,63820,47508,502711,2000,"Morro Bay"
"Groundfish",27207,40251,24627,12547,48024,36547,61116,51631,64319,39237,34555,55192,495236,2001,"Morro Bay"
"Groundfish",38166,116560,25646,92529,59276,99235,124001,91682,69279,45972,31086,59716,853139,2002,"Morro Bay"
"Groundfish",56183,87993,50790,76174,27569,75916,44248,60522,77778,55794,37810,33349,684127,2003,"Morro Bay"
"Groundfish",20799,33394,56719,37716,40437,51353,75368,58654,43485,42059,47190,33731,540893,2004,"Morro Bay"
"Groundfish",23515,29130,24215,38805,37586,57131,39208,49783,26371,20602,15874,11395,373606,2005,"Morro Bay"
"Groundfish",8014,18414,12371,30284,31601,30548,19052,21473,25859,104532,137109,34573,473815,2006,"Morro Bay"
"Groundfish",26950,15711,19998,4424,26209,30013,27773,38798,70075,65493,64773,39017,429216,2007,"Morro Bay"
"Groundfish",29867,41521,15980,35176,70344,71301,72557,84799,96100,35544,39320,38661,631154,2008,"Morro Bay"
"Groundfish",46155,47384,43165,66342,142306,181859,163125,182838,184266,191907,270117,260821,1780276,2009,"Morro Bay"
"Groundfish",75915,99384,123814,88142,131963,142248,307132,224675,399167,202419,120413,65071,1980339,2010,"Morro Bay"
"Groundfish",97649,112230,47257,48444,67473,315983,280263,210825,308701,265366,251057,309653,2314895,2011,"Morro Bay"
"Groundfish",63529,34542,97892,72238,34730,70920,78564,157196,241371,202865,121806,73768,1249413,2012,"Morro Bay"
"Groundfish",56529,72667,111672,77261,39687,74545,105140,68034,90800,223717,89630,81178,1090849,2013,"Morro Bay"
"Groundfish",75496,56628,82036,64907,37244,36248,84806,116013,117075,228904,105181,47021,1051561,2014,"Morro Bay"
"Groundfish",63409,53003,61868,56148,56019,61396,82810,56903,75290,132107,99718,52804,851460,2015,"Morro Bay"
"Groundfish",56981,77022,50748,28236,55552,47000,55380,114169,127524,189006,28860,43534,874003,2016,"Morro Bay"
"Groundfish",37164,26751,11144,24293,33520,31154,41064,52267,115657,130829,57534,49109,610476,2017,"Morro Bay"
"Groundfish",43157,36819,39224,15231,8182,40022,85755,91277,64621,69424,73042,28620,595369,2018,"Morro Bay"
"Groundfish",30893,24612,19371,14724,42932,77424,50298,71697,54057,62847,49648,24194,522690,2019,"Morro Bay"
"Groundfish",6319,4139,9511,19048,13481,10482,9348,11403,4764,1489,6052,5763,101793,2000,"San Diego"
"Groundfish",7319,14428,19753,15767,18653,19518,13246,4272,13342,23713,14911,6523,171445,2001,"San Diego"
"Groundfish",9956,21106,15694,33262,22067,29386,11097,19333,18037,17492,18639,13964,230025,2002,"San Diego"
"Groundfish",20111,13534,20141,11374,9210,37967,26288,21570,8464,6339,7278,5916,188190,2003,"San Diego"
"Groundfish",9790,10200,18289,8817,15114,17245,18041,13577,13085,6463,5374,6492,142477,2004,"San Diego"
"Groundfish",7314,10268,9541,6778,15102,16501,15947,17472,12607,9580,10755,6306,138167,2005,"San Diego"
"Groundfish",4023,7150,9198,12448,14550,13213,13911,7381,5518,14598,16250,10669,128909,2006,"San Diego"
"Groundfish",7006,5360,6062,6717,12571,21220,8232,3554,4390,4287,4219,6123,89739,2007,"San Diego"
"Groundfish",6661,9473,7068,8936,13326,15039,9274,8973,5021,11959,6181,2815,104716,2008,"San Diego"
"Groundfish",5114,6861,16369,8488,11411,12262,6673,11209,5454,4427,2632,1128,92019,2009,"San Diego"
"Groundfish",1725,4511,5688,7883,10725,21611,18475,23193,15466,11589,6617,3978,131458,2010,"San Diego"
"Groundfish",9559,6421,10862,5071,8728,13709,17234,19553,13326,9969,21133,14262,149821,2011,"San Diego"
"Groundfish",21623,14650,28696,21597,14185,32898,30664,30943,22141,8561,17129,8208,251290,2012,"San Diego"
"Groundfish",27159,13575,13635,6897,5853,6073,14341,7058,4643,5340,8972,14492,128033,2013,"San Diego"
"Groundfish",16031,8995,7672,16185,18324,15349,17348,18070,14201,23977,22802,14094,193045,2014,"San Diego"
"Groundfish",28044,13732,17328,10336,9871,18770,26821,14609,21498,18808,25337,15228,220370,2015,"San Diego"
"Groundfish",22689,15651,7843,10943,23383,23901,17186,20138,9780,14498,5798,19383,191186,2016,"San Diego"
"Groundfish",6855,12670,21261,13091,19008,23083,20790,15441,12885,16160,20313,8989,190532,2017,"San Diego"
"Groundfish",8833,18861,15462,14491,9675,19131,19381,16038,13288,20512,3744,9429,168825,2018,"San Diego"
"Groundfish",22609,12392,8443,17242,23043,21082,11163,16987,14947,10229,17037,10292,185456,2019,"San Diego"
"Groundfish",137467,151625,208888,212214,139350,304565,245788,566796,339598,364088,239530,149191,3059093,2000,"San Francisco"
"Groundfish",193022,144762,241395,160035,159646,152874,324210,278930,329289,301730,173136,79410,2538434,2001,"San Francisco"
"Groundfish",99179,235870,215166,231265,153898,203852,88141,75690,79243,67170,65980,42437,1557886,2002,"San Francisco"
"Groundfish",139714,100192,118104,137671,143438,108638,148038,196915,174363,132910,24598,37407,1461984,2003,"San Francisco"
"Groundfish",105091,158870,108789,110930,150230,112471,263965,245940,195314,80283,51847,67633,1651359,2004,"San Francisco"
"Groundfish",150529,182792,119194,92737,68019,101446,172635,148720,101640,46345,24774,11981,1220813,2005,"San Francisco"
"Groundfish",109349,71907,40587,86089,69319,142627,153933,180240,95682,80334,31523,27857,1089435,2006,"San Francisco"
"Groundfish",52307,34951,90835,65321,132649,95888,117222,123209,101534,110569,66887,27149,1018517,2007,"San Francisco"
"Groundfish",29683,45910,85286,96329,70062,103858,123226,109435,104799,75211,64553,29288,937637,2008,"San Francisco"
"Groundfish",58106,38884,75575,52386,85096,125300,166628,146796,119094,65204,56139,29337,1018539,2009,"San Francisco"
"Groundfish",25849,42344,53864,61996,75465,68293,166769,135447,152803,101904,66238,20065,971036,2010,"San Francisco"
"Groundfish",39319,30958,22066,25697,40823,81604,138728,176976,131741,93991,17499,13395,812796,2011,"San Francisco"
"Groundfish",19892,31942,60176,50059,47204,87541,93311,119875,80797,64265,6542,1015,662615,2012,"San Francisco"
"Groundfish",25595,13033,34052,46040,63550,80580,138033,133620,80688,89383,18030,13163,735766,2013,"San Francisco"
"Groundfish",82976,25158,48511,56289,153417,55255,146441,69379,78065,46141,23340,682,785656,2014,"San Francisco"
"Groundfish",7649,19773,14120,23455,87882,148248,147682,98858,32636,49825,23409,4527,658058,2015,"San Francisco"
"Groundfish",15928,59607,28370,30597,22034,48392,79277,117463,66166,62648,4566,1474,536522,2016,"San Francisco"
"Groundfish",20386,29483,71076,68179,56336,126837,141931,178038,135341,71434,35270,91833,1026139,2017,"San Francisco"
"Groundfish",71492,81664,123607,116179,101436,69650,129378,136190,85090,92626,53901,6732,1067942,2018,"San Francisco"
"Groundfish",NA,27204,110089,NA,138270,142786,NA,189552,139690,NA,86251,10037,1239475,2019,"San Francisco"
"Groundfish",23692,18834,35630,33953,26399,49687,52401,31331,28711,23004,28369,38647,390649,2000,"Santa Barbara"
"Groundfish",30410,35811,56910,36614,62551,63925,46413,37082,29221,20718,16950,25845,462437,2001,"Santa Barbara"
"Groundfish",37659,47418,60589,53315,30221,58580,45276,27567,17942,18894,28012,23729,449188,2002,"Santa Barbara"
"Groundfish",43252,45804,47995,30648,22456,43395,38176,29302,15622,14720,16953,6223,354542,2003,"Santa Barbara"
"Groundfish",28702,25914,42775,37793,29890,29949,36895,21736,19251,25900,19453,15826,334069,2004,"Santa Barbara"
"Groundfish",16679,15385,31821,29652,19606,14660,20395,20137,14344,15837,17855,11643,227999,2005,"Santa Barbara"
"Groundfish",9283,25308,20603,23814,23125,35354,36621,21878,18698,19474,13240,14728,262110,2006,"Santa Barbara"
"Groundfish",16358,14357,19427,12018,26301,26344,27262,28504,16069,14602,12880,10911,225017,2007,"Santa Barbara"
"Groundfish",12010,21932,13306,16553,17189,30785,25639,30012,19487,13888,8494,9565,218848,2008,"Santa Barbara"
"Groundfish",32141,32815,29990,30310,21500,34638,35821,39920,37717,23951,45584,47933,412308,2009,"Santa Barbara"
"Groundfish",28881,39465,60416,53841,70226,62279,76963,51407,126328,22818,30494,16498,639600,2010,"Santa Barbara"
"Groundfish",64609,62274,41127,42213,40415,66479,77533,32723,106166,79180,66261,55514,734485,2011,"Santa Barbara"
"Groundfish",38051,52787,74012,51381,33180,39166,51920,37217,42078,43966,50126,42837,556709,2012,"Santa Barbara"
"Groundfish",44159,33365,51275,38123,33329,43708,40313,39367,45796,53156,59490,50437,532516,2013,"Santa Barbara"
"Groundfish",45306,32914,34436,19480,40963,27727,58805,42037,43618,71982,55485,32907,505650,2014,"Santa Barbara"
"Groundfish",44202,69811,78229,18270,27080,42759,47658,47034,57536,48342,61475,36618,578998,2015,"Santa Barbara"
"Groundfish",52408,38839,33388,33893,70186,47823,55603,74751,63726,32172,33062,47567,583410,2016,"Santa Barbara"
"Groundfish",42502,37750,29898,36121,61807,36929,59455,53092,50210,67481,73273,71443,619942,2017,"Santa Barbara"
"Groundfish",65738,47965,63308,25484,53862,48110,72600,54486,67835,70585,83125,59706,712797,2018,"Santa Barbara"
"Groundfish",65852,54957,75850,81748,71687,113094,55279,62598,48779,58826,59961,45033,793653,2019,"Santa Barbara"
